account_profile,research_only,initial_capital,current_cash,latest_total_equity,min_trade_value,round_lot,commission_rate,stamp_duty_rate_sell,slippage_bps,universe_target_size,universe_floor,universe_selected_count,portfolio_max_positions,portfolio_equal_weight_target_positions,profile_id,status,warnings,violations,start_date,end_date,execution_mode,account_profile_path,strategy_profile_path,account_config_effective,strategy_config_effective,config_hash,profile_config_hash,data_hash,lot_aware_sizing,pending_add_state_enabled,duplicate_blocked_signal_suppression,raw_buy_signal_count,unique_raw_buy_intent_count,repeated_blocked_buy_signal_count,account_feasible_buy_signal_count,executable_buy_count,user_visible_buy_recommendation_count,user_visible_blocked_buy_count,pending_buy_intent_count,blocked_buy_count,executable_raw_buy_ratio,executable_account_feasible_buy_ratio,blocker_counts,min_trade_amount_block_ratio,lot_size_zero_block_count,lot_size_zero_block_ratio,price_too_high_for_account_lot_count,price_too_high_for_account_lot_ratio,cash_insufficient_for_one_lot_count,cash_insufficient_for_one_lot_ratio,price_too_high_for_remaining_capacity_count,lot_size_accumulation_required_count,cash_block_ratio,exposure_block_ratio,max_positions_block_ratio,average_positions,max_positions_seen,average_cash_ratio,average_exposure,max_exposure,annual_return,cumulative_return,max_drawdown,Sharpe,turnover,transaction_cost_total,transaction_cost_as_pct_of_initial_capital,annualized_transaction_cost_drag,total_fees,total_tax,total_slippage,total_trades,buy_trades,sell_trades
retail_50k_lot_aware,True,50000.0,50000.0,50000.0,1500.0,100,0.0003,0.0005,5.0,36,24,30,8,8,actual_50k_lot_aware,WARN,"[{'code': 'ACCOUNT_CONSTRAINTS_DOMINATE_EXECUTION', 'actual': 0.03656597774244833, 'expected': '>=0.25'}]",[],2023-04-03,2026-04-03,next_bar,config/account_profiles/retail_50k_lot_aware.yml,config/strategy_profiles/retail_50k_lot_aware_execution.yml,reports/backtest/account_profiles/actual_50k_lot_aware/account_config_effective.yml,reports/backtest/account_profiles/actual_50k_lot_aware/strategy_config_effective.yml,8a051c51b0b8ab119b90715e09de1fe6026b590a572bcf5fe7f0fe764e961cf4,b973a1f6eb00a6d26bde522c69683c33657de67ca5eb69310b7a443774e3d6d2,5be25d49c66a833d206e1423f0bbf17d92552dcab1fa38a6081dd70f41caf79a,True,True,True,629,159,470,426,23,23,136,47,606,0.03656597774244833,0.0539906103286385,"{'MAX_POSITIONS_LIMIT': 402, 'CASH_INSUFFICIENT_FOR_ONE_LOT': 139, 'PRICE_TOO_HIGH_FOR_ACCOUNT_LOT': 30, 'LOT_SIZE_ACCUMULATION_REQUIRED': 18, 'PRICE_TOO_HIGH_FOR_REMAINING_CAPACITY': 16, 'DAILY_NEW_POSITION_LIMIT': 1}",0.0,0,0.0,30,0.04769475357710652,139,0.22098569157392686,16,18,0.0,0.0,0.6391096979332274,7.027548209366391,8,0.5541226380571226,0.4458773619428774,0.550110755601559,0.024846220411411934,0.07326562069200016,-0.08876605706976393,0.35634328938471815,2.04219921,103.71896539999412,0.0020743793079998824,0.0007200324870743393,30.632988149999996,22.034477250000002,51.05149999999412,41,23,18
