date,benchmark_close,market_regime,max_total_exposure,current_total_exposure,current_cash,effective_universe_size,holdings_count,decision_scope_size,candidates_seen,passed_base_filter_count,passed_bucket_filter_count,passed_valuation_filter_count,passed_quality_filter_count,passed_price_trigger_count,raw_buy_signal_count,raw_sell_signal_count,blocked_by_universe_count,blocked_by_market_regime_count,blocked_by_cash_count,blocked_by_position_limit_count,blocked_by_single_name_limit_count,blocked_by_min_trade_amount_count,blocked_by_lot_size_count,blocked_by_existing_position_count,blocked_by_hard_add_ban_count,executable_buy_count,executable_sell_count,executed_buy_count,executed_sell_count
2024-07-19,3539.0156,risk_on,1.0,0.03140439947137379,193846.1951763,4,1,5046,5046,5045,1310,642,0,4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-22,3514.9249,risk_on,1.0,0.031113924193408325,193846.1951763,4,1,5047,5047,5046,1310,647,0,4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-23,3439.8779,neutral,0.7,0.030314218099422096,193846.1951763,4,1,5047,5047,5046,1309,668,0,4236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-24,3418.1663,neutral,0.7,0.029828904928303968,193846.1951763,4,1,5047,5047,5046,1309,680,0,4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,3399.2716,neutral,0.7,0.030168675137533324,193846.1951763,4,1,5046,5046,5045,1308,680,0,4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-26,3409.2931,neutral,0.7,0.031041278149509053,193846.1951763,4,1,5049,5049,5048,1308,663,0,4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-29,3390.742,neutral,0.7,0.03058093343865334,193846.1951763,4,1,5048,5048,5047,1307,660,1,4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-30,3369.3821,neutral,0.7,0.030289963972751032,193846.1951763,4,1,5049,5049,5048,1316,660,1,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-31,3442.0844,neutral,0.7,0.032202309156810154,193846.1951763,4,1,5049,5049,5048,1315,629,1,3769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01,3419.2666,neutral,0.7,0.0315979529144005,193846.1951763,5,1,5048,5048,5047,1315,632,1,3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-02,3384.3919,neutral,0.7,0.0312833892748035,193846.1951763,5,1,5050,5050,5049,1316,643,1,3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-05,3343.3205,neutral,0.7,0.03038697320032914,193846.1951763,5,1,5051,5051,5050,1316,663,1,4254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-06,3342.9789,neutral,0.7,0.0309443998099669,193846.1951763,5,1,5052,5052,5051,1316,655,1,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-07,3341.489,neutral,0.7,0.030314218099422096,193846.1951763,5,1,5052,5052,5051,1317,651,1,4102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,3342.9369,neutral,0.7,0.0309443998099669,193846.1951763,5,1,5053,5053,5052,1318,654,1,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-09,3331.6274,neutral,0.7,0.03053245065435657,193846.1951763,5,1,5053,5053,5052,1318,657,2,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-12,3325.8645,neutral,0.7,0.030556692652672527,193846.1951763,5,1,5053,5053,5052,1318,664,4,4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-13,3334.3903,neutral,0.7,0.03038697320032914,193846.1951763,5,1,5053,5053,5052,1318,656,6,4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-14,3309.2389,neutral,0.7,0.02980462651760138,193846.1951763,5,1,5054,5054,5053,1319,664,6,4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-15,3341.953,risk_off,0.4,0.029998819786436964,193846.1951763,5,1,5055,5055,5054,1320,662,6,4201,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-16,3345.634,risk_off,0.4,0.02980462651760138,193846.1951763,5,1,5056,5056,5055,1320,665,6,4190,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-19,3356.9677,risk_off,0.4,0.030047355957529553,193846.1951763,5,1,5055,5055,5054,1320,659,6,4236,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-20,3332.7034,risk_off,0.4,0.029634643613126895,193846.1951763,5,1,5056,5056,5055,1320,667,10,4396,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-21,3321.635,risk_off,0.4,0.029440304486898546,193846.1951763,5,1,5057,5057,5056,1320,665,10,4405,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,3313.1357,risk_off,0.4,0.02956177556178454,193846.1951763,5,1,5056,5056,5055,1319,679,9,4493,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-23,3327.1905,risk_off,0.4,0.030168675137533324,193846.1951763,5,1,5056,5056,5055,1319,739,13,4517,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-26,3324.2231,risk_off,0.4,0.03021719431235713,193846.1951763,5,1,5057,5057,5056,1319,732,18,4473,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-27,3305.3338,risk_off,0.4,0.02985318212393897,193846.1951763,5,1,5056,5056,5055,1319,740,22,4520,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-28,3286.4956,risk_off,0.4,0.030023088479152325,193846.1951763,5,1,5056,5056,5055,1319,738,26,4514,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-29,3277.6812,risk_off,0.4,0.030289963972751032,193846.1951763,5,1,5056,5056,5055,1319,726,28,4444,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-08-30,3321.4323,risk_off,0.4,0.03072635270059236,193846.1951763,5,1,5056,5056,5055,1319,701,33,4280,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-09-02,3265.011,risk_off,0.4,0.02978034689173998,193846.1951763,13,1,5054,5054,5053,1319,773,33,4384,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-03,3273.4282,risk_off,0.4,0.03009588727163417,193846.1951763,13,1,5056,5056,5055,1319,708,34,4288,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-04,3252.1649,risk_off,0.4,0.02997454987929232,193846.1951763,13,1,5057,5057,5056,1319,715,34,4339,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-05,3257.7578,risk_off,0.4,0.03043547053592225,193846.1951763,13,1,5057,5057,5056,1320,715,36,4262,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-06,3231.3457,risk_off,0.4,0.029950278757627236,193846.1951763,13,1,5058,5058,5057,1319,780,37,4408,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-09,3192.9516,risk_off,0.4,0.029318802998805765,193846.1951763,13,1,5055,5055,5054,1319,791,38,4413,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-10,3195.7552,risk_off,0.4,0.029513190780684095,193846.1951763,13,1,5055,5055,5054,1319,785,39,4350,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-11,3186.1299,risk_off,0.4,0.03038697320032914,193846.1951763,13,1,5059,5059,5058,1319,789,37,4394,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-12,3172.4747,risk_off,0.4,0.02992600642135054,193846.1951763,13,1,5059,5059,5058,1319,793,37,4390,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-13,3159.247,risk_off,0.4,0.02968321623488148,193846.1951763,13,1,5059,5059,5058,1319,805,36,4477,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-18,3171.0102,risk_off,0.4,0.03021719431235713,193846.1951763,13,1,5055,5055,5054,1318,801,36,4486,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-19,3196.0357,risk_off,0.4,0.03227478121884279,193846.1951763,13,1,5059,5059,5058,1319,778,34,4328,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-20,3201.0497,risk_off,0.4,0.03193648536890522,193846.1951763,13,1,5059,5059,5058,1318,780,34,4296,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-23,3212.7639,risk_off,0.4,0.031743067239951774,193846.1951763,13,1,5060,5060,5059,1319,778,32,4266,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-09-24,3351.909,neutral,0.7,0.03261284071217539,193846.1951763,13,1,5061,5061,5060,1319,681,29,3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-25,3401.533,neutral,0.7,0.03222646771687245,193846.1951763,13,1,5063,5063,5062,1319,676,30,3595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26,3545.3204,risk_on,1.0,0.033842348306264446,193846.1951763,13,1,5064,5064,5063,1319,607,27,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27,3703.6849,risk_on,1.0,0.03509275023259225,193846.1951763,13,1,5064,5064,5063,1319,548,27,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-30,4017.8545,risk_on,1.0,0.03765553787913202,193846.1951763,13,1,5061,5061,5060,1319,63,3,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-08,4256.0962,risk_on,1.0,0.03920573538318379,193846.1951763,15,1,5058,5058,5057,1319,54,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-09,3955.9839,risk_on,1.0,0.03636387223484653,193846.1951763,15,1,5058,5058,5057,1319,466,22,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-10,3997.7879,risk_on,1.0,0.03610032994575583,193846.1951763,15,1,5059,5059,5058,1320,461,21,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-11,3887.167,risk_on,1.0,0.034660285226207246,193846.1951763,15,1,5059,5059,5058,1319,499,24,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-14,3961.3424,risk_on,1.0,0.03559680326141485,193846.1951763,15,1,5060,5060,5059,1319,473,21,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-15,3855.9949,risk_on,1.0,0.034371759793206835,193846.1951763,15,1,5060,5060,5059,1319,487,21,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-16,3831.589,risk_on,1.0,0.034179313667792796,193846.1951763,15,1,5063,5063,5062,1320,480,21,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17,3788.2217,risk_on,1.0,0.03377011085018375,193846.1951763,15,1,5066,5066,5065,1320,492,21,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18,3925.234,risk_on,1.0,0.03461220962826445,193846.1951763,15,1,5065,5065,5064,1320,462,21,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-21,3935.1974,risk_on,1.0,0.03415525250847873,193846.1951763,15,1,5065,5065,5064,1320,447,21,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-22,3957.7755,risk_on,1.0,0.03497265993680338,193846.1951763,15,1,5065,5065,5064,1320,444,21,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-23,3973.2089,risk_on,1.0,0.03475642205874808,193846.1951763,15,1,5062,5062,5061,1320,436,19,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-24,3928.8334,risk_on,1.0,0.03463624802578306,193846.1951763,15,1,5064,5064,5063,1321,444,21,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-25,3956.421,risk_on,1.0,0.03506873456458548,193846.1951763,15,1,5064,5064,5063,1320,201,17,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-28,3964.1569,risk_on,1.0,0.03550083376577198,193846.1951763,15,1,5060,5060,5059,1319,162,17,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-29,3924.649,risk_on,1.0,0.03822850067081128,193846.1951763,14,1,5061,5061,5060,1316,429,30,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-30,3889.4487,risk_on,1.0,0.035860620925795256,193846.1951763,14,1,5059,5059,5058,1316,434,31,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-31,3891.0396,risk_on,1.0,0.03545284185502138,193846.1951763,14,1,5062,5062,5061,1317,422,40,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-01,3890.0203,risk_on,1.0,0.03422743239012529,193846.1951763,14,1,5060,5060,5059,1316,417,34,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-04,3944.7619,risk_on,1.0,0.03497265993680338,193846.1951763,14,1,5061,5061,5060,1317,395,32,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05,4044.5725,risk_on,1.0,0.035788684969219636,193846.1951763,14,1,5064,5064,5063,1317,100,8,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06,4024.2831,risk_on,1.0,0.035140777982504125,193846.1951763,14,1,5065,5065,5064,1317,99,9,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07,4145.6952,risk_on,1.0,0.036172219410404945,193846.1951763,14,1,5065,5065,5064,1317,87,5,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08,4104.047,risk_on,1.0,0.03622013976307548,193846.1951763,14,1,5067,5067,5066,1317,95,7,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-11,4131.1312,risk_on,1.0,0.03633991980009998,193846.1951763,14,1,5062,5062,5061,1314,93,7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-12,4085.743,risk_on,1.0,0.036411773532391674,193846.1951763,14,1,5063,5063,5062,1316,145,22,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-13,4110.8901,risk_on,1.0,0.03626805535089886,193846.1951763,14,1,5063,5063,5062,1316,144,23,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-14,4039.6191,risk_on,1.0,0.035572812678013696,193846.1951763,14,1,5064,5064,5063,1316,157,26,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-15,3968.8308,risk_on,1.0,0.035164790064587725,193846.1951763,14,1,5066,5066,5065,1318,398,42,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-18,3950.3806,risk_on,1.0,0.03470835603613004,193846.1951763,14,1,5063,5063,5062,1319,400,38,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-19,3976.8912,risk_on,1.0,0.03545284185502138,193846.1951763,14,1,5065,5065,5064,1320,371,41,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-20,3985.7727,risk_on,1.0,0.035620792651291436,193846.1951763,14,1,5068,5068,5067,1321,155,27,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-21,3989.2979,risk_on,1.0,0.035116764705202044,193846.1951763,14,1,5068,5068,5067,1321,154,27,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-22,3865.6989,risk_on,1.0,0.033673777437184825,193846.1951763,14,1,5070,5070,5069,1321,409,44,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-25,3848.0909,risk_on,1.0,0.033746029297637585,193846.1951763,14,1,5069,5069,5068,1321,394,48,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-26,3840.1847,risk_on,1.0,0.033625603526973386,193846.1951763,14,1,5071,5071,5070,1322,409,46,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-27,3907.0447,risk_on,1.0,0.03446795409916146,193846.1951763,14,1,5070,5070,5069,1322,397,47,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-28,3872.5505,risk_on,1.0,0.03408306183687002,193846.1951763,14,1,5068,5068,5067,1322,398,47,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-29,3916.5832,risk_on,1.0,0.034660285226207246,193846.1951763,14,1,5073,5073,5072,1322,184,30,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-02,3947.632,risk_on,1.0,0.03494863829047269,193846.1951763,16,1,5071,5071,5070,1321,155,28,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-03,3951.8912,risk_on,1.0,0.034996680387290716,193846.1951763,16,1,5071,5071,5070,1321,153,28,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-04,3930.5568,risk_on,1.0,0.03475642205874808,193846.1951763,16,1,5071,5071,5070,1321,161,27,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-05,3921.5881,risk_on,1.0,0.03473238964580745,193846.1951763,16,1,5074,5074,5073,1322,158,28,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-06,3973.1405,risk_on,1.0,0.03518880095154208,193846.1951763,16,1,5072,5072,5071,1322,150,23,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-09,3966.5708,risk_on,1.0,0.03550083376577198,193846.1951763,16,1,5071,5071,5070,1322,152,23,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-10,3995.6369,risk_on,1.0,0.03545284185502138,193846.1951763,16,1,5073,5073,5072,1322,151,25,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-11,3988.8308,risk_on,1.0,0.03600446064262349,193846.1951763,16,1,5074,5074,5073,1323,145,24,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-12,4028.5048,risk_on,1.0,0.03653150594403386,193846.1951763,16,1,5075,5075,5074,1323,142,24,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-13,3933.1808,risk_on,1.0,0.035716738277333154,193846.1951763,16,1,5075,5075,5074,1324,149,25,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-16,3911.8416,risk_on,1.0,0.03550083376577198,193846.1951763,16,1,5079,5079,5078,1325,150,24,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-17,3922.0334,risk_on,1.0,0.03533284118054995,193846.1951763,16,1,5077,5077,5076,1324,353,37,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-18,3941.89,risk_on,1.0,0.03530883746249768,193846.1951763,16,1,5078,5078,5077,1325,153,25,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-19,3945.4635,risk_on,1.0,0.03538084503322904,193846.1951763,16,1,5077,5077,5076,1325,157,25,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-20,3927.7441,risk_on,1.0,0.03566876785082712,193846.1951763,16,1,5081,5081,5080,1326,149,24,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-23,3933.5718,risk_on,1.0,0.036028429756201845,193846.1951763,16,1,5078,5078,5077,1325,397,42,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-24,3983.6882,risk_on,1.0,0.03681874236720443,193846.1951763,16,1,5078,5078,5077,1325,384,40,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-25,3985.6291,risk_on,1.0,0.036411773532391674,193846.1951763,16,1,5075,5075,5074,1324,405,41,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-26,3987.4801,risk_on,1.0,0.03636387223484653,193846.1951763,16,1,5079,5079,5078,1325,397,40,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-27,3981.0307,risk_on,1.0,0.036172219410404945,193846.1951763,16,1,5077,5077,5076,1325,380,39,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-30,3999.0549,risk_on,1.0,0.036172219410404945,193846.1951763,16,1,5074,5074,5073,1325,391,37,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-31,3934.9109,risk_on,1.0,0.03581266481410517,193846.1951763,16,1,5076,5076,5075,1325,446,41,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-02,3820.3952,risk_on,1.0,0.035788684969219636,193846.1951763,16,1,5076,5076,5075,1325,492,44,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-03,3775.1648,risk_on,1.0,0.035116764705202044,193846.1951763,16,1,5078,5078,5077,1326,529,42,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-06,3768.9697,risk_on,1.0,0.03564478084773251,193846.1951763,16,1,5078,5078,5077,1326,520,43,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-07,3796.1055,risk_on,1.0,0.037081892010339824,193846.1951763,16,1,5080,5080,5079,1326,506,44,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,3789.2153,risk_on,1.0,0.03775107908068991,193846.1951763,16,1,5080,5080,5079,1326,509,44,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-09,3779.8773,risk_on,1.0,0.037297089336757294,193846.1951763,16,1,5081,5081,5080,1326,505,44,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-10,3732.4806,risk_on,1.0,0.036148257447029875,193846.1951763,16,1,5082,5082,5081,1325,541,46,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-13,3722.513,risk_on,1.0,0.03475642205874808,193846.1951763,16,1,5082,5082,5081,1326,529,43,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-14,3820.5395,risk_on,1.0,0.03636387223484653,193846.1951763,16,1,5085,5085,5084,1328,479,40,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-15,3796.026,risk_on,1.0,0.03626805535089886,193846.1951763,16,1,5087,5087,5086,1328,488,42,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-16,3800.3836,risk_on,1.0,0.03689052471465775,193846.1951763,16,1,5086,5086,5085,1328,475,41,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-17,3812.3429,risk_on,1.0,0.03710580757528348,193846.1951763,16,1,5086,5086,5085,1329,469,38,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20,3829.6764,risk_on,1.0,0.037631649614219935,193846.1951763,16,1,5085,5085,5084,1329,461,41,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-21,3832.6145,risk_on,1.0,0.037225367582809706,193846.1951763,16,1,5087,5087,5086,1329,469,41,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-22,3797.0166,risk_on,1.0,0.03686659845435255,193846.1951763,16,1,5091,5091,5090,1329,480,42,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-23,3803.7439,risk_on,1.0,0.03669908134039532,193846.1951763,16,1,5092,5092,5091,1329,474,40,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-24,3832.8637,risk_on,1.0,0.03712972195229633,193846.1951763,16,1,5089,5089,5088,1328,442,40,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-27,3817.0802,risk_on,1.0,0.03736880040569795,193846.1951763,16,1,5090,5090,5089,1327,475,39,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-05,3795.0848,risk_on,1.0,0.035716738277333154,193846.1951763,16,1,5092,5092,5091,1327,468,40,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-06,3842.8314,risk_on,1.0,0.03610032994575583,193846.1951763,16,1,5093,5093,5092,1326,444,39,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-07,3892.7028,risk_on,1.0,0.036651208604234715,193846.1951763,16,1,5093,5093,5092,1326,407,39,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-10,3901.0618,risk_on,1.0,0.03619618018239053,193846.1951763,16,1,5095,5095,5094,1328,366,37,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-11,3883.1352,risk_on,1.0,0.03650756184217563,193846.1951763,16,1,5094,5094,5093,1328,368,38,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,3919.8617,risk_on,1.0,0.03653150594403386,193846.1951763,16,1,5094,5094,5093,1328,363,38,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13,3905.1398,risk_on,1.0,0.03593254614946259,193846.1951763,16,1,5095,5095,5094,1328,384,40,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-14,3939.0085,risk_on,1.0,0.03581266481410517,193846.1951763,16,1,5094,5094,5093,1328,381,41,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-17,3947.3983,risk_on,1.0,0.035476838407381694,193846.1951763,16,1,5098,5098,5098,1328,372,41,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-18,3912.7829,risk_on,1.0,0.03509275023259225,193846.1951763,16,1,5097,5097,5097,1327,445,41,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-19,3940.1602,risk_on,1.0,0.03533284118054995,193846.1951763,16,1,5097,5097,5097,1327,397,41,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-20,3928.8959,risk_on,1.0,0.03653150594403386,193846.1951763,16,1,5096,5096,5096,1327,384,40,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-21,3978.444,risk_on,1.0,0.03705797525737685,193846.1951763,16,1,5098,5098,5098,1329,365,42,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-24,3969.7169,risk_on,1.0,0.03679481254018429,193846.1951763,16,1,5095,5095,5095,1329,154,23,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-25,3925.6505,risk_on,1.0,0.03624409815254865,193846.1951763,16,1,5093,5093,5093,1329,382,44,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-26,3959.9413,risk_on,1.0,0.03653150594403386,193846.1951763,16,1,5094,5094,5094,1329,149,25,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-27,3968.1159,risk_on,1.0,0.03684267100523097,193846.1951763,16,2,5092,5092,5092,1329,158,27,1156,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2025-02-28,3890.0487,risk_on,1.0,0.06693158984046688,187961.49029430002,16,2,5093,5093,5093,1329,403,45,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-03,3888.4738,risk_on,1.0,0.0669779064258553,187961.49029430002,15,1,5092,5092,5092,1329,186,24,1582,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-03-04,3885.2208,risk_on,1.0,0.03840240443840062,193809.8798367,15,1,5094,5094,5094,1329,176,25,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-05,3902.5706,risk_on,1.0,0.03847396434479458,193809.8798367,15,1,5093,5093,5093,1329,176,25,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-06,3956.2369,risk_on,1.0,0.0393318532119521,193809.8798367,15,1,5091,5091,5091,1329,150,23,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
