date,variant,profile_name,market_regime,nav,previous_nav,daily_return,cumulative_return,cash,cash_ratio,reserved_cash,gross_exposure,net_exposure,positions_count,max_positions,average_position_weight,largest_position_weight,industry_count,largest_industry_weight,defensive_dividend_weight,cyclical_rotation_weight,realized_pnl_today,unrealized_pnl_today,total_pnl_today,fees_today,tax_today,slippage_today,turnover_today,buy_count_today,sell_count_today,reduce_count_today,replacement_count_today,raw_buy_count_today,account_actionable_buy_count_today,executable_buy_count_today,watch_only_count_today,top_watch_only_reason_today,no_trade_reason_today,risk_on_cash_drag_reason,trace_quality_flag
2023-04-19,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,risk_on,50523.32538635,50637.32538635,-0.002251303739488786,0.010466507727000085,37899.32538635,0.7501352117370593,5052.332538635001,0.2498647882629407,0.2498647882629407,2,5,0.12493239413147035,0.16786305998558304,2,0.16786305998558304,0.24986478826294073,0.0,0.0,-114.00000000000045,-114.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-04-20,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,risk_on,50171.32538635,50523.32538635,-0.0069670790136687755,0.0034265077269999278,37899.32538635,0.7553981301969189,5017.132538635,0.2446018698030811,0.2446018698030811,2,5,0.12230093490154055,0.16611081999175992,2,0.16611081999175992,0.24460186980308107,0.0,0.0,-351.9999999999992,-352.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,WATCH_ONLY_CYCLICAL_DISABLED,MARKET_REGIME_BLOCK,CYCLICAL_DISABLED_OR_BLOCKED,FULLY_SUPPORTED
2023-04-21,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,49867.32538635,50171.32538635,-0.006059237974261444,-0.0026534922730000465,37899.32538635,0.7600031702667583,4986.732538635,0.23999682973324166,0.23999682973324166,2,5,0.11999841486662083,0.16170909383095428,2,0.16170909383095428,0.23999682973324166,0.0,0.0,-304.00000000000097,-304.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-04-24,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50085.12939975,49867.32538635,0.0043676698461878605,0.0017025879950001155,32651.12939975,0.6519126493444375,5008.512939975,0.3480873506555625,0.3480873506555625,3,5,0.11602911688518751,0.16358148812211903,2,0.2707590089618035,0.34808735065556246,0.0,0.0,219.37800000000038,217.8040134000039,1.5739865999999996,0.0,2.6219999999995025,5246.621999999999,1,0,0,0,1,1,1,0,,TRADE_EXECUTED,UNKNOWN,PARTIALLY_SUPPORTED_AVG_COST_FIFO_APPROX
2023-04-25,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,49984.12939975,50085.12939975,-0.002016566617885296,-0.0003174120049999063,32651.12939975,0.6532299310171301,4998.412939975001,0.3467700689828699,0.3467700689828699,3,5,0.11559002299428996,0.16265162757922644,2,0.2698856649500325,0.34677006898286983,0.0,0.0,-100.99999999999872,-101.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-04-26,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50041.12939975,49984.12939975,0.0011403619645775631,0.0008225879950001236,32651.12939975,0.652485860958868,5004.112939975001,0.34751413904113204,0.34751413904113204,3,5,0.11583804634704402,0.15533222557600454,2,0.26156483990278184,0.347514139041132,0.0,0.0,56.99999999999898,57.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-04-27,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50507.12939975,50041.12939975,0.009312339781090806,0.010142587995000119,32651.12939975,0.6464657522173813,5050.712939975001,0.3535342477826187,0.3535342477826187,3,5,0.1178447492608729,0.15966062803086004,2,0.26554666953743733,0.35353424778261866,0.0,0.0,465.9999999999998,466.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-04-28,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50672.12939975,50507.12939975,0.003266865528905205,0.013442587994999977,32651.12939975,0.6443607124178028,5067.212939975001,0.35563928758219726,0.35563928758219726,3,5,0.11854642919406576,0.16227855622820084,2,0.26418862121207887,0.3556392875821972,0.0,0.0,165.00000000000117,165.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-04,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,51060.764769,50672.12939975,0.007669608004512218,0.02121529538,28442.764769,0.5570375786119868,5106.076476900001,0.4429624213880133,0.4429624213880133,4,5,0.11074060534700332,0.16433361384148992,3,0.2683665249040563,0.4429624213880133,0.0,0.0,389.89749999999964,388.6353692499979,1.2621307499999996,0.0,2.102499999999452,4207.102499999999,1,0,0,0,1,1,1,0,,TRADE_EXECUTED,UNKNOWN,PARTIALLY_SUPPORTED_AVG_COST_FIFO_APPROX
2023-05-05,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,51557.764769,51060.764769,0.009733500903255976,0.03115529538000006,28442.764769,0.5516679184296543,5155.7764769000005,0.4483320815703456,0.4483320815703456,4,5,0.1120830203925864,0.16804452324142222,3,0.27495373516509714,0.4483320815703456,0.0,0.0,497.0000000000004,497.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-08,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,51213.764769,51557.764769,-0.006672127884931767,0.02427529538000006,28442.764769,0.5553734410522496,5121.376476900001,0.4446265589477504,0.4446265589477504,4,5,0.1111566397369376,0.1656000108223561,3,0.27268059794059696,0.4446265589477504,0.0,0.0,-343.9999999999999,-344.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-09,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50844.764769,51213.764769,-0.007205094209815965,0.01689529538000012,28442.764769,0.559403999570503,5084.4764769,0.44059600042949704,0.44059600042949704,4,5,0.11014900010737426,0.16332064938695398,3,0.26921159065614475,0.44059600042949704,0.0,0.0,-368.9999999999994,-369.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-10,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50822.764769,50844.764769,-0.00043268958170916694,0.016455295380000123,28442.764769,0.5596461526301897,5082.2764769000005,0.4403538473698103,0.4403538473698103,4,5,0.11008846184245258,0.16368649044993083,3,0.26915104013278085,0.4403538473698103,0.0,0.0,-21.99999999999956,-22.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-11,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50550.4935683,50822.764769,-0.005357268577133256,0.011009871366000068,23100.4935683,0.4569785958091262,5055.049356830001,0.5430214041908737,0.5430214041908737,5,5,0.10860428083817475,0.16213491543710024,3,0.2664266765625751,0.5430214041908739,0.0,0.0,-270.6690000000013,-272.2712007000009,1.6022006999999998,0.0,2.6689999999994996,5340.669,1,0,0,0,1,1,1,0,,TRADE_EXECUTED,UNKNOWN,PARTIALLY_SUPPORTED_AVG_COST_FIFO_APPROX
2023-05-12,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,51066.4935683,50550.4935683,0.010207615466757414,0.021329871365999953,23100.4935683,0.4523610679751046,5106.64935683,0.5476389320248953,0.5476389320248953,5,5,0.10952778640497907,0.16437392531706257,3,0.2685518241360729,0.5476389320248953,0.0,0.0,516.0000000000008,516.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-15,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50941.4935683,51066.4935683,-0.002447788976010612,0.018829871366000006,23100.4935683,0.45347106945986826,5094.14935683,0.5465289305401317,0.5465289305401317,5,5,0.10930578610802635,0.16548395835111207,3,0.2706241814743097,0.5465289305401317,0.0,0.0,-124.99999999999902,-125.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-16,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50723.4935683,50941.4935683,-0.004279419089032288,0.014469871366000087,23100.4935683,0.45542000251214587,5072.34935683,0.5445799974878541,0.5445799974878541,5,5,0.10891599949757083,0.16430256304759716,3,0.26910606978638124,0.5445799974878541,0.0,0.0,-218.00000000000134,-218.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-17,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50760.4935683,50723.4935683,0.0007294450243293671,0.01520987136600005,23100.4935683,0.45508804080514875,5076.049356830001,0.5449119591948512,0.5449119591948512,5,5,0.10898239183897025,0.16388729531966623,3,0.2689296151471047,0.5449119591948514,0.0,0.0,37.00000000000078,37.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-18,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50795.4935683,50760.4935683,0.0006895126020181053,0.015909871365999972,23100.4935683,0.45477446807833266,5079.549356830001,0.5452255319216673,0.5452255319216673,5,5,0.10904510638433347,0.16082135296147682,3,0.26468883468809595,0.5452255319216673,0.0,0.0,34.99999999999943,35.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-19,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,51180.4935683,50795.4935683,0.007579412521749207,0.023609871366000013,23100.4935683,0.45135347390647096,5118.049356830001,0.548646526093529,0.548646526093529,5,5,0.1097293052187058,0.16107699291720276,3,0.26447576129636785,0.548646526093529,0.0,0.0,385.0000000000002,385.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-22,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50751.4935683,51180.4935683,-0.00838209970420667,0.01502987136599998,23100.4935683,0.4551687436983894,5075.14935683,0.5448312563016107,0.5448312563016107,5,5,0.10896625126032214,0.1588918755493902,3,0.2621400684907102,0.5448312563016107,0.0,0.0,-429.0000000000007,-429.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-23,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,50078.4935683,50751.4935683,-0.013260693482730623,0.001569871365999953,23100.4935683,0.4612857121349744,5007.84935683,0.5387142878650256,0.5387142878650256,5,5,0.10774285757300513,0.1570135089881643,3,0.2598121283791181,0.5387142878650256,0.0,0.0,-672.9999999999993,-673.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-24,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,49875.4935683,50078.4935683,-0.004053636312424946,-0.0024901286339999995,23100.4935683,0.4631632073307897,4987.549356830001,0.5368367926692104,0.5368367926692104,5,5,0.10736735853384208,0.15458493637645607,3,0.25740096150466185,0.5368367926692104,0.0,0.0,-203.00000000000048,-203.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-25,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,49793.4935683,49875.4935683,-0.0016440940055602038,-0.004130128633999974,23100.4935683,0.4639259451963108,4979.34935683,0.5360740548036892,0.5360740548036892,5,5,0.10721481096073784,0.15676746981596665,3,0.2606364621152466,0.5360740548036892,0.0,0.0,-82.00000000000074,-82.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,WATCH_ONLY_DAILY_ADD_LIMIT,DAILY_ADD_LIMIT,NO_ACCOUNT_ACTIONABLE_SIGNAL,FULLY_SUPPORTED
2023-05-26,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,49619.4935683,49793.4935683,-0.0034944324555442607,-0.007610128634000013,23100.4935683,0.46555278796835653,4961.94935683,0.5344472120316435,0.5344472120316435,5,5,0.1068894424063287,0.1570149036139573,3,0.2610062914522348,0.5344472120316435,0.0,0.0,-173.99999999999918,-174.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-29,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,49372.4935683,49619.4935683,-0.004977882324816774,-0.012550128633999957,23100.4935683,0.4678818487533685,4937.249356830001,0.5321181512466315,0.5321181512466315,5,5,0.1064236302493263,0.15749660262232823,3,0.2615221364531253,0.5321181512466315,0.0,0.0,-246.99999999999906,-247.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
2023-05-30,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,48874.4935683,49372.4935683,-0.010086587976584238,-0.022510128634000037,23100.4935683,0.47264926716873407,4887.44935683,0.527350732831266,0.527350732831266,5,5,0.1054701465662532,0.15701441467165106,3,0.2610359528773683,0.5273507328312659,0.0,0.0,-498.0000000000004,-498.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,WATCH_ONLY_DAILY_ADD_LIMIT,DAILY_ADD_LIMIT,NO_ACCOUNT_ACTIONABLE_SIGNAL,FULLY_SUPPORTED
2023-05-31,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,48732.4935683,48874.4935683,-0.0029054009490975252,-0.02535012863399999,23100.4935683,0.47402650422400383,4873.249356830001,0.5259734957759962,0.5259734957759962,5,5,0.10519469915519923,0.15599448013768424,3,0.2602370425027771,0.5259734957759962,0.0,0.0,-141.9999999999998,-142.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,WATCH_ONLY_DAILY_ADD_LIMIT,DAILY_ADD_LIMIT,NO_ACCOUNT_ACTIONABLE_SIGNAL,FULLY_SUPPORTED
2023-06-01,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,49693.4935683,48732.4935683,0.019719902053711547,-0.006130128633999976,23100.4935683,0.46485952002046493,4969.34935683,0.5351404799795351,0.5351404799795351,5,5,0.10702809599590701,0.1590751511389548,3,0.26250921525713666,0.535140479979535,0.0,0.0,961.0000000000002,961.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,WATCH_ONLY_DAILY_ADD_LIMIT,DAILY_ADD_LIMIT,NO_ACCOUNT_ACTIONABLE_SIGNAL,FULLY_SUPPORTED
2023-06-02,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,combined_v2_50k_core,neutral,49634.4935683,49693.4935683,-0.0011872781678935462,-0.007310128634000046,23100.4935683,0.4654120936383153,4963.44935683,0.5345879063616846,0.5345879063616846,5,5,0.10691758127233693,0.15908291658369872,3,0.26288169903547376,0.5345879063616846,0.0,0.0,-59.00000000000034,-59.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,NO_RAW_SIGNAL,NO_RAW_SIGNAL,FULLY_SUPPORTED
