date,variant,symbol,bucket,industry,market_regime,shares,position_weight,holding_days,unrealized_pnl_pct,close,ma20,ma60,ma120,ma250,ma20_slope_10d,ma120_slope_20d,stock_q_blended,industry_q_blended,relative_strength,thesis_still_valid,fundamental_break,cycle_peak_trap,valuation_reversion_exit_triggered,soft_trim_triggered,trend_stop_triggered,would_have_triggered_trend_stop,trend_stop_disabled_by_profile,partial_derisk_triggered,partial_derisk_profile_state,cycle_peak_trap_trend_break_triggered,replacement_sell_triggered,force_exit_triggered,selected_exit_action,selected_exit_reason,exit_priority_order_json,reduce_or_sell_shares,reduce_or_sell_lots,exit_executable,exit_blocked_reason,missed_exit_candidate,missed_exit_reason,trace_quality_flag
2023-04-13,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,neutral,300.0,0.16419210168327253,7,-0.013869782390077523,27.29,27.539499999999997,30.17966666666667,28.488749999999996,29.15196,-0.035461613897450395,0.006340683698790928,18.928488468558154,21.884522627323022,0.0,True,False,False,False,False,False,True,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,True,TREND_STOP_DISABLED_OR_NOT_SELECTED,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-13,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,neutral,100.0,0.0757285178888527,7,-0.004979450691211307,37.76,38.4085,40.78983333333334,38.38866666666667,36.72548,-0.02447170578075797,0.01822650734497744,16.013760817137182,16.5885941268265,0.0,True,False,False,False,False,False,True,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,True,TREND_STOP_DISABLED_OR_NOT_SELECTED,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-14,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,neutral,300.0,0.1659757661758194,8,-0.00013839790155523168,27.67,27.5265,30.101999999999997,28.523166666666665,29.106039999999997,-0.02928730119547207,0.007618711177838522,20.307746979388767,22.200283587380362,0.0,True,False,False,False,False,False,True,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,True,TREND_STOP_DISABLED_OR_NOT_SELECTED,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-14,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,neutral,100.0,0.07623968153576671,8,0.00477048583538453,38.13,38.421499999999995,40.69949999999999,38.431333333333335,36.71884000000001,-0.018256847914963403,0.019024849414229106,16.69159872385679,17.050336760014183,0.0,True,False,False,False,False,False,True,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,True,TREND_STOP_DISABLED_OR_NOT_SELECTED,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-17,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,risk_on,300.0,0.16933792289666738,9,0.029131132192399933,28.48,27.5685,30.027666666666665,28.565916666666666,29.06548,-0.020935435755380483,0.009619321110374779,23.4019085505908,26.28968253968254,0.0,True,False,False,False,False,False,True,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,True,TREND_STOP_DISABLED_OR_NOT_SELECTED,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-17,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,risk_on,100.0,0.07951588795194632,9,0.05720933364058789,40.12,38.485499999999995,40.61833333333334,38.49358333333334,36.724399999999996,-0.010706390416945322,0.020222321856495862,22.916666666666664,22.41269841269841,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-18,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,risk_on,300.0,0.1713159201021052,10,0.04647603891474361,28.96,27.646499999999996,29.94783333333333,28.61675,29.025560000000002,-0.013558596328474892,0.011663259113486202,25.712770993089087,28.123781193191206,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-18,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,risk_on,100.0,0.08135928710189756,10,0.08724967861442323,41.26,38.6375,40.560500000000005,38.568333333333335,36.73148,-0.0030833139819903543,0.021628088702094095,25.671341218688767,26.53143518190618,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-19,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,risk_on,300.0,0.17050663584865042,11,0.03997169889386476,28.78,27.709999999999997,29.8615,28.679083333333335,28.99004,-0.007254814151365974,0.014123810983156293,24.902207082534954,28.271320024541033,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-19,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,risk_on,100.0,0.08104693462159616,11,0.08145241905806921,41.04,38.757000000000005,40.50883333333333,38.6575,36.74416,0.0030279503105590244,0.02331686226065477,25.489593657086225,24.37316532162915,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-20,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,risk_on,300.0,0.16786305998558304,12,0.02154273550137442,28.27,27.732499999999998,29.771666666666665,28.73575,28.953280000000003,-0.0025177591943170707,0.016127606407430495,22.325483520121058,27.87553951744145,0.0,True,False,False,False,False,False,True,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,True,TREND_STOP_DISABLED_OR_NOT_SELECTED,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-20,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,risk_on,100.0,0.08200172827735769,12,0.09172937918069701,41.43,38.8715,40.46283333333334,38.74975,36.755,0.008797768117822624,0.024818396600666537,25.946437415976792,25.70190334677705,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-21,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,neutral,300.0,0.16611081999175992,13,0.0038364765556484492,27.78,27.6975,29.669166666666666,28.790499999999998,28.914360000000002,-0.0011900254232701801,0.017826682575456276,20.57910906298003,25.7986798679868,0.0,True,False,False,False,False,False,True,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,True,TREND_STOP_DISABLED_OR_NOT_SELECTED,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-21,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,neutral,100.0,0.07849104981132117,13,0.03770946058739688,39.38,38.8645,40.37833333333333,38.82533333333333,36.760239999999996,0.00993971207317701,0.02577064238362481,20.904290429042902,18.666666666666664,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-24,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,neutral,300.0,0.16170909383095428,14,-0.028685223548746253,26.88,27.656,29.545,28.837666666666667,28.8718,-0.001263948575349283,0.019416074306032316,18.015873015873012,25.724605923517352,0.0,True,False,False,False,False,False,True,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,True,TREND_STOP_DISABLED_OR_NOT_SELECTED,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-24,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,neutral,100.0,0.07828773590228738,14,0.02875005945484932,39.04,38.8745,40.28333333333333,38.89816666666666,36.762640000000005,0.01012082629595934,0.026650625411020146,19.85982893899767,17.719940623453738,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-25,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,neutral,300.0,0.16358148812211903,15,-0.013147077943313268,27.31,27.647,29.41166666666667,28.89475,28.82668,0.0007963800904977614,0.021479115971317908,19.139457468659252,29.01554330931185,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-25,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,neutral,100.0,0.07732834169375893,15,0.020581193716350255,38.73,38.87949999999999,40.19349999999999,38.97616666666667,36.76336,0.011354472855916509,0.02783442625832877,19.018086759926526,18.39112618341105,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-25,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601166.sh,defensive_dividend,银行,neutral,400.0,0.10717752083968449,15,0.023134504448767412,13.42,13.188999999999998,13.139666666666667,13.211749999999999,13.71372,0.02010983061334981,0.011200051025289426,21.73010364284534,29.01554330931185,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-26,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,neutral,300.0,0.16265162757922644,16,-0.020735474634338558,27.1,27.618000000000002,29.2885,28.953083333333332,28.79448,0.0012688975093353427,0.023405627836967646,18.48548775307943,27.498599439775912,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-26,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,neutral,100.0,0.07688440403283729,16,0.012675839775867281,38.43,38.875,40.107,39.0565,36.768080000000005,0.011053315994798307,0.028982802644260897,18.061789421651014,16.73933102652826,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-26,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601166.sh,defensive_dividend,银行,neutral,400.0,0.1072340373708061,16,0.0216097138311091,13.4,13.216999999999999,13.1335,13.230250000000002,13.70016,0.020341992511676343,0.01265475605789046,21.4166784652414,27.498599439775912,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-27,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,neutral,300.0,0.15533222557600454,17,-0.06373638921681601,25.91,27.5435,29.156666666666663,28.990083333333335,28.76268,0.00014524591949771626,0.02464706800623251,14.940918417887215,27.230190099755315,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-27,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601318.sh,defensive_dividend,非银金融,neutral,100.0,0.08594929913835013,17,0.1333642432672406,43.01,39.1225,40.09066666666667,39.16408333333333,36.79336,0.01858963510681244,0.030938984129073033,24.06041784302654,21.20722755505364,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-27,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,601166.sh,defensive_dividend,银行,neutral,400.0,0.10623261432677732,17,0.013223365433987944,13.29,13.244,13.1275,13.244583333333333,13.687080000000002,0.02049622437971954,0.013887648477270531,18.672044151984718,27.230190099755315,0.0,True,False,False,False,False,False,False,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,False,,PARTIALLY_SUPPORTED_RULE_HEURISTIC
2023-04-28,mp5_tr1_tu8_cr10_sw18_ind2_def3_cy0_lot100_gap8_rpm1_ro85_ne60_rf25_rep1_cyc1_disable_both_monthly_review,600036.sh,defensive_dividend,银行,neutral,300.0,0.15966062803086004,18,-0.028685223548746253,26.88,27.506,29.049500000000002,29.03325,28.73876,-0.0007447368899060614,0.0259672949900025,16.445073078736446,27.049029982363315,0.0,True,False,False,False,False,False,True,True,False,disabled_by_profile,False,False,False,HOLD,未满足 defensive BUY_2 或网格加仓条件。,"[""force_exit"", ""replacement"", ""partial_derisk"", ""trend_stop"", ""soft_trim"", ""valuation_reversion""]",0,0.0,False,,True,TREND_STOP_DISABLED_OR_NOT_SELECTED,PARTIALLY_SUPPORTED_RULE_HEURISTIC
