drawdown_id,start_date,trough_date,recovery_date,max_drawdown,date,symbol,bucket,industry,market_regime,position_weight_at_start,position_weight_at_trough,pnl_contribution_during_drawdown,return_contribution_during_drawdown,realized_pnl_during_drawdown,unrealized_pnl_during_drawdown,exit_signal_count_during_drawdown,exit_triggered_during_drawdown,replacement_candidate_count_during_drawdown,replacement_triggered_during_drawdown,missed_exit_candidate,missed_replacement_candidate,trace_quality_flag
1,2025-03-17,2025-03-25,2025-03-31,-0.1603906044740383,2025-03-25,002032.sz,defensive_dividend,家用电器,risk_on,0.08057083070221194,0.09845554681375882,104.99999999999966,0.0016778931423506993,0.0,104.99999999999966,0,False,0,False,False,False,PARTIALLY_SUPPORTED_AVG_COST_FIFO_APPROX
1,2025-03-17,2025-03-25,2025-03-31,-0.1603906044740383,2025-03-25,600036.sh,defensive_dividend,银行,risk_on,0.20197039453495771,0.22639256318377365,-714.0000000000005,-0.011409673367984801,0.0,-714.0000000000005,0,False,0,False,False,False,PARTIALLY_SUPPORTED_AVG_COST_FIFO_APPROX
1,2025-03-17,2025-03-25,2025-03-31,-0.1603906044740383,2025-03-25,600803.sh,defensive_dividend,公用事业,risk_on,0.14733499783308093,0.16585667632983053,-520.6449999999983,-0.008319873096182664,0.0,-520.6449999999983,0,False,0,False,False,False,PARTIALLY_SUPPORTED_AVG_COST_FIFO_APPROX
1,2025-03-17,2025-03-25,2025-03-31,-0.1603906044740383,2025-03-25,601318.sh,defensive_dividend,非银金融,risk_on,0.08183324554264723,0.09358320581543632,-165.99999999999955,-0.002652669158383012,0.0,-165.99999999999955,0,False,0,False,False,False,PARTIALLY_SUPPORTED_AVG_COST_FIFO_APPROX
