annual_return,cumulative_return,max_drawdown,sharpe,calmar,volatility,total_trades,buy_trades,sell_trades,avg_daily_exposure,max_daily_exposure,exposure_active_days_ratio,avg_positions,max_positions,turnover,total_fees,total_tax,total_slippage,realized_pnl,unrealized_pnl,profit_factor,profile,execution_mode,benchmark_annual_return,excess_annual_return,defensive_pnl,cyclical_pnl,control_id,seed,row_type
0.0191416036666765,0.05614437713435261,-0.2179242971997014,0.19551729474391794,0.0878360233927267,0.14752123405093867,440.0,227.0,213.0,0.6493127905831813,0.9151934986487955,1.0,12.02892561983471,20.0,23.699447752349524,1421.966865140971,1147.1243792853004,2369.907519703231,13906.092664440272,-1943.524999999992,1.16079140837213,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.009742751727054744,12614.818794800092,-652.251130359808,random_placebo_seed_10,10,seed
0.05753768522546543,0.1748845524787188,-0.16619794649138342,0.4504384567654175,0.346199736158885,0.15018802968497955,416.0,217.0,199.0,0.6653906531438635,0.9988543291423515,1.0,12.046831955922865,20.0,24.239626807538038,1454.3776084522824,1175.769604804152,2423.927074999729,41086.68684131364,-5360.860499999987,1.488180130355769,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.028653329831734187,13944.499832800104,21781.32650851353,random_placebo_seed_11,11,seed
0.009014912493426452,0.0261923110910538,-0.21371501282832284,0.1374780974747528,0.042181933660730364,0.13618218856041936,415.0,214.0,201.0,0.6420308864070131,0.9275600280667349,1.0,11.915977961432507,20.0,22.185858882525434,1331.1515329515257,1067.4634634299196,2218.5446134077433,8199.70417310439,-2270.568499999992,1.0953900447586449,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.01986944290030479,4358.469001600104,1570.6666715042923,random_placebo_seed_12,12,seed
0.03472032817354509,0.10332714551416178,-0.1809249689235134,0.3102991634326529,0.1919045689499232,0.1411733464679676,403.0,211.0,192.0,0.6603949238579048,0.963439543503161,1.0,12.023415977961433,20.0,23.16589513291779,1389.9537079750671,1119.738536982837,2316.551536209726,26246.625688617714,-4863.085999999985,1.3144493518819622,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.005835972779813847,7522.5526372001,13860.987051417625,random_placebo_seed_13,13,seed
0.053489837254518946,0.16197547545810265,-0.14501301606804273,0.4236714860069855,0.3688623180516468,0.15031529504126026,421.0,215.0,206.0,0.6598689251029756,0.9582743133618431,1.0,12.0,20.0,24.65780723984952,1479.4684343909712,1192.5696452853003,2465.7410197032104,36868.001238840305,-3708.9794999999813,1.4443003734247992,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.024605481860787703,13939.754777200134,19219.2669616402,random_placebo_seed_14,14,seed
0.046742181645231806,0.14066287035025038,-0.14228328635600684,0.39099915528404006,0.3285149144522727,0.14377183693607185,424.0,215.0,209.0,0.6677805537959316,0.9614708858794226,1.0,11.969696969696969,20.0,24.660089858407034,1479.6053915044222,1194.071055549628,2465.970668895706,30216.62032822486,-1320.8834999999824,1.3671402104803574,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.017857826251500564,4241.398534000116,24654.33829422477,random_placebo_seed_15,15,seed
0.0034599246430466746,0.010000346333114862,-0.20833594598365235,0.09173626223129816,0.01660743001746884,0.13811122299317138,429.0,221.0,208.0,0.6440338494974562,0.9312574095465315,1.0,11.976584022038567,20.0,22.198745406120754,1331.9247243672453,1068.6239247849817,2219.833782224762,7585.050136119251,-4894.230499999989,1.088928248574822,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.025424430750684568,-7243.263601999903,9934.083238119163,random_placebo_seed_16,16,seed
0.054894651298842634,0.16644504869060706,-0.17469265452109062,0.42457507965048086,0.3142356010865655,0.1511542225051215,421.0,221.0,200.0,0.6644060315526288,0.9559264377277359,1.0,11.988980716253444,20.0,24.959403581643823,1497.5642148986294,1209.5459590602113,2495.9025579197137,40674.950877583935,-6614.104499999987,1.4771515203936334,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.02601029590511139,13851.626012800112,20209.220364783843,random_placebo_seed_17,17,seed
-0.02803738327434624,-0.07866201852387533,-0.30080337794367484,-0.1212505627298336,-0.09320833916830619,0.14766955187879569,408.0,211.0,197.0,0.6491154537557835,0.941261260657149,1.0,11.911845730027549,20.0,20.383398529899306,1223.0039117939584,980.2406367058966,2038.3014332752714,-9294.585675004731,-5802.958499999995,0.8885673766939172,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.05692173866807748,-9016.74155959992,-6080.8026154048075,random_placebo_seed_18,18,seed
0.04840905704943199,0.14590378439755325,-0.15780944037413647,0.4147910972239065,0.30675640782112423,0.13373028264629824,447.0,230.0,217.0,0.6583623932459918,0.9422266413939303,1.0,11.933884297520661,20.0,26.71705284530861,1603.023170718517,1295.8525504155923,2671.6659523551943,34801.65701997985,-4795.388499999989,1.37828157371555,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.01952470165570075,9197.133175200135,20809.135344779737,random_placebo_seed_19,19,seed
0.039769503502786074,0.11890936218110348,-0.1873552530102195,0.3360848680261223,0.2122678860817252,0.1408440819283864,429.0,220.0,209.0,0.6556037866149097,0.9467100254233645,1.0,12.133608815426998,20.0,24.529149867349524,1471.7489920409712,1186.3772430353001,2452.8755197032215,27125.42008244028,-2583.6249999999845,1.3338501501355822,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,0.010885148109054832,11157.520841200107,13384.274241240191,random_placebo_seed_20,20,seed
0.015634893439707254,0.04570875190216683,-0.2269948241196278,0.17810976514682855,0.0688777530516183,0.14773303649829586,433.0,226.0,207.0,0.652035566003491,0.9137957683039949,1.0,12.081267217630854,20.0,23.039487232203715,1382.3692339322229,1112.54502777072,2303.909869863738,13926.261097703107,-4069.668499999995,1.1585469507946529,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.013249461954023989,-1630.6068363999061,11487.199434103015,random_placebo_seed_21,21,seed
0.00213265329959178,0.006156403543912781,-0.20391261274904826,0.0775505266554314,0.010458663006865591,0.13728311530516968,442.0,225.0,217.0,0.6411916289513604,0.9025667046947066,1.0,11.97245179063361,20.0,24.05465978791779,1443.2795872750673,1159.689051732837,2405.4235362097247,8793.113365017747,-6814.3664999999855,1.092917176626619,random_placebo_from_v2_candidate_pool,next_bar,0.028884355393731243,-0.026751702094139462,524.6598352001147,1454.0870298176405,random_placebo_seed_22,22,seed
