account_profile,research_only,initial_capital,current_cash,latest_total_equity,min_trade_value,round_lot,commission_rate,stamp_duty_rate_sell,slippage_bps,universe_target_size,universe_floor,universe_selected_count,portfolio_max_positions,portfolio_equal_weight_target_positions,profile_id,status,warnings,violations,start_date,end_date,execution_mode,account_profile_path,strategy_profile_path,account_config_effective,strategy_config_effective,config_hash,profile_config_hash,data_hash,lot_aware_sizing,pending_add_state_enabled,duplicate_blocked_signal_suppression,raw_buy_signal_count,unique_raw_buy_intent_count,repeated_blocked_buy_signal_count,repeat_raw_buy_intent_count,repeat_raw_buy_intent_ratio,account_feasible_buy_signal_count,executable_buy_count,executable_new_position_buy_count,executable_add_buy_count,user_visible_buy_recommendation_count,user_visible_blocked_buy_count,pending_buy_intent_count,full_portfolio_raw_buy_intent_count,full_portfolio_raw_buy_intent_ratio,new_position_raw_intent_count,add_position_raw_intent_count,blocked_buy_count,executable_raw_buy_ratio,executable_unique_raw_intent_ratio,executable_account_feasible_buy_ratio,block_reason_breakdown,metric_denominators,blocker_counts,min_trade_amount_block_ratio,lot_size_zero_block_count,lot_size_zero_block_ratio,price_too_high_for_account_lot_count,price_too_high_for_account_lot_ratio,cash_insufficient_for_one_lot_count,cash_insufficient_for_one_lot_ratio,price_too_high_for_remaining_capacity_count,lot_size_accumulation_required_count,cash_block_ratio,exposure_block_ratio,max_positions_block_ratio,average_positions,max_positions_seen,average_cash_ratio,average_exposure,max_exposure,annual_return,cumulative_return,max_drawdown,Sharpe,turnover,transaction_cost_total,transaction_cost_as_pct_of_initial_capital,annualized_transaction_cost_drag,total_fees,total_tax,total_slippage,total_trades,buy_trades,sell_trades,experiment_category,experiment_description,recommendation_class,release_eligible,max_single_stock_weight,tranche_weights,max_new_positions_per_day,max_adds_per_day
capital_500k_lot_aware,True,500000.0,500000.0,500000.0,1500.0,100,0.0003,0.0005,5.0,36,24,30,8,8,capital_500k_lot_aware,WARN,"[{'code': 'ACCOUNT_CONSTRAINTS_DOMINATE_EXECUTION', 'actual': 0.05762081784386617, 'expected': '>=0.25'}]",[],2023-04-03,2026-04-03,next_bar,reports/backtest/account_profiles/executable_raw_experiments_500k/capital_500k_lot_aware/account_config_effective.yml,reports/backtest/account_profiles/executable_raw_experiments_500k/capital_500k_lot_aware/strategy_config_effective.yml,reports/backtest/account_profiles/executable_raw_experiments_500k/capital_500k_lot_aware/account_config_effective.yml,reports/backtest/account_profiles/executable_raw_experiments_500k/capital_500k_lot_aware/strategy_config_effective.yml,561017f39ba473732e0e123fa0e14458ff30c32daa3e1fd5ffc0d31a6f3c62e1,2663d8c38394c8add6f18eb570064dc632f04082f4e891b982b4b564433e6272,edd05b59034e62c932310e928117ccf8703ed97a7bf7d8da8c33d991705fe34d,True,True,True,538,160,378,378,0.7026022304832714,538,31,24,7,31,129,0,506,0.9405204460966543,531,7,507,0.05762081784386617,0.19375,0.05762081784386617,"[{'reason_code': 'MAX_POSITIONS_LIMIT', 'description_zh': '组合已达到最大持仓数，新的买入意图被阻断。', 'count': 506, 'count_pct_of_raw': 0.9405204460966543, 'count_pct_of_blocked': 0.9980276134122288, 'affected_unique_symbols': 29, 'affected_trade_dates': 225, 'dominant_bucket': 'defensive_dividend', 'example_symbols': ['000651.sz', '600018.sh', '600999.sh', '601211.sh', '000333.sz', '600803.sh', '600926.sh', '601336.sh', '601601.sh', '300628.sz']}, {'reason_code': 'DAILY_NEW_POSITION_LIMIT', 'description_zh': '当日新开仓数量达到上限。', 'count': 1, 'count_pct_of_raw': 0.0018587360594795538, 'count_pct_of_blocked': 0.0019723865877712033, 'affected_unique_symbols': 1, 'affected_trade_dates': 1, 'dominant_bucket': 'defensive_dividend', 'example_symbols': ['601318.sh']}]","{'executable_raw_buy_ratio': 'executable_buy_count / raw_buy_signal_count', 'executable_unique_raw_intent_ratio': 'executable_buy_count / unique_raw_buy_intent_count', 'executable_account_feasible_buy_ratio': 'executable_buy_count / account_feasible_buy_signal_count', 'repeat_raw_buy_intent_ratio': 'repeat_raw_buy_intent_count / raw_buy_signal_count', 'full_portfolio_raw_buy_intent_ratio': 'full_portfolio_raw_buy_intent_count / raw_buy_signal_count', 'max_positions_block_ratio': 'max_positions_block_count / raw_buy_signal_count', 'cash_block_ratio': 'cash_block_count / raw_buy_signal_count; excludes CASH_INSUFFICIENT_FOR_ONE_LOT', 'cash_liquidity_block_ratio': '(cash_block_count + cash_insufficient_for_one_lot_count) / raw_buy_signal_count', 'block_reason_breakdown.count_pct_of_raw': 'reason_code count / raw_buy_signal_count', 'block_reason_breakdown.count_pct_of_blocked': 'reason_code count / total blocked_signals rows'}","{'MAX_POSITIONS_LIMIT': 506, 'DAILY_NEW_POSITION_LIMIT': 1}",0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.9405204460966543,7.2245179063360885,8,0.7058929165379035,0.29410708346209646,0.3844935080724648,0.014032541358623307,0.04096280818789988,-0.06571277544500409,0.3062994399721528,1.9178746169999998,992.5959060499526,0.0019851918120999054,0.0006890748438693887,287.68119254999993,225.46021350000004,479.4544999999527,55,31,24,capital_scale,本金、现金、权益同步提高到 500k，其他 50k lot-aware 执行规则保持不变。,research_only,False,0.12,"{1: 0.03, 2: 0.06, 3: 0.09}",1,2
