date,variant,market_regime,raw_buy_signal_count,account_actionable_buy_count,watch_only_count,executable_buy_count,cyclical_candidates,cyclical_executed_buys,holdings_count,cash,nav,cash_ratio,exposure,replacement_count
2025-03-24,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,43423.301056,0.502456066798387,0.49754393320161305,0
2025-03-25,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,43373.301056,0.5030352895628125,0.4969647104371875,0
2025-03-26,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,51103.301056,0.4269450427887443,0.5730549572112557,0
2025-03-27,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,51401.301056,0.42446982095316405,0.575530179046836,0
2025-03-28,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,51143.301056,0.4266111221899771,0.5733888778100229,0
2025-03-31,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,51210.301056,0.4260529738370613,0.5739470261629387,0
2025-04-01,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,51018.301056,0.42765636260704265,0.5723436373929573,0
2025-04-02,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,51012.301056,0.42770666298798066,0.5722933370120193,0
2025-04-03,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49561.301056,0.44022857736013027,0.5597714226398698,0
2025-04-07,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,neutral,0,0,0,0,0,0,5,21818.301056,49838.301056,0.43778179820945784,0.5622182017905422,0
2025-04-08,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,neutral,0,0,0,0,0,0,5,21818.301056,49867.301056,0.4375272090923565,0.5624727909076435,0
2025-04-09,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,neutral,0,0,0,0,0,0,5,21818.301056,49864.301056,0.4375535321651657,0.5624464678348343,0
2025-04-10,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49749.301056,0.438564976650433,0.561435023349567,0
2025-04-11,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49807.301056,0.43805427303657674,0.5619457269634233,0
2025-04-14,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49911.301056,0.4371415009101862,0.5628584990898138,0
2025-04-15,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49957.301056000004,0.43673898699096286,0.5632610130090372,0
2025-04-16,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49833.301056,0.43782572283304616,0.5621742771669539,0
2025-04-17,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49908.301056,0.4371677775911187,0.5628322224088813,0
2025-04-18,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49909.301056,0.4371590183464821,0.5628409816535179,0
2025-04-21,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49834.301056,0.4378169372031977,0.5621830627968023,0
2025-04-22,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49645.301056,0.43948370927167735,0.5605162907283227,0
2025-04-23,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49666.301056,0.4392978859327438,0.5607021140672562,0
2025-04-24,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49733.301056,0.43870607003207895,0.561293929967921,0
2025-04-25,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49832.301056,0.4378345088155024,0.5621654911844975,0
2025-04-28,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49734.301056,0.4386972490360919,0.561302750963908,0
2025-04-29,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49661.301056,0.4393421153303423,0.5606578846696577,0
2025-04-30,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49664.301056,0.43931557662310255,0.5606844233768974,0
2025-05-06,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,49902.301056,0.43722034043110886,0.5627796595688912,0
2025-05-07,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50098.301056,0.4355097996559095,0.5644902003440905,0
2025-05-08,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50139.301056,0.43515367379436337,0.5648463262056367,0
2025-05-09,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50312.301056,0.4336573879162312,0.5663426120837688,0
2025-05-12,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50361.301056,0.43323545258965446,0.5667645474103455,0
2025-05-13,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50462.301056,0.43236833436880684,0.5676316656311932,0
2025-05-14,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50338.301056,0.4334334015708582,0.5665665984291418,0
2025-05-15,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50282.301056000004,0.4339161215335133,0.5660838784664868,0
2025-05-16,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50530.301056,0.43178648454557905,0.5682135154544209,0
2025-05-19,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50635.301056,0.43089110958124055,0.5691088904187594,0
2025-05-20,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50688.301056,0.43044056718127777,0.5695594328187222,0
2025-05-21,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50782.301056,0.42964380507176997,0.5703561949282301,0
2025-05-22,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50567.301056,0.4314705471790486,0.5685294528209514,0
2025-05-23,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50317.301056000004,0.4336142956419224,0.5663857043580776,0
2025-05-26,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50297.301056,0.433786716144231,0.566213283855769,0
2025-05-27,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50346.301056,0.4333645292378399,0.5666354707621601,0
2025-05-28,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50339.301056,0.4334247913320889,0.5665752086679111,0
2025-05-29,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50430.301056,0.43264268900104347,0.5673573109989566,0
2025-05-30,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50659.301056,0.4306869735901317,0.5693130264098684,0
2025-06-03,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50649.301056,0.4307720067425367,0.5692279932574633,0
2025-06-04,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50667.301056000004,0.430618971235222,0.5693810287647779,0
2025-06-05,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50724.301056,0.4301350753342552,0.5698649246657448,0
2025-06-06,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,50689.301056,0.43043207543729606,0.569567924562704,0
2025-06-09,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50617.301056,0.4310443386118418,0.5689556613881582,0
2025-06-10,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50725.301056000004,0.4301265956393814,0.5698734043606186,0
2025-06-11,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50739.301056,0.43000791500694024,0.5699920849930598,0
2025-06-12,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50621.301056000004,0.4310102782989205,0.5689897217010795,0
2025-06-13,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50637.301056,0.4308740908578649,0.5691259091421351,0
2025-06-16,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50645.301056,0.4308060294058646,0.5691939705941353,0
2025-06-17,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50699.301056,0.43034717642163467,0.5696528235783653,0
2025-06-18,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50563.301056,0.43150468027860245,0.5684953197213976,0
2025-06-19,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50629.301056,0.43094217381881766,0.5690578261811823,0
2025-06-20,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50641.301056,0.43084005744388276,0.5691599425561172,0
2025-06-23,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50755.301056,0.42987236016839203,0.570127639831608,0
2025-06-24,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50855.301056,0.4290270749154446,0.5709729250845554,0
2025-06-25,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50930.301056,0.42839528931921816,0.5716047106807819,0
2025-06-26,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50829.301056000004,0.42924652912229094,0.570753470877709,0
2025-06-27,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,50808.301056,0.42942394456276467,0.5705760554372353,0
2025-06-30,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51004.301056,0.4277737485716091,0.5722262514283909,0
2025-07-01,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51239.301056,0.42581183986398524,0.5741881601360148,0
2025-07-02,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51543.301056,0.4233004213737723,0.5766995786262277,0
2025-07-03,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51646.301056,0.42245621873950767,0.5775437812604923,0
2025-07-04,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51733.301056,0.42174577323767215,0.5782542267623278,0
2025-07-07,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51505.301056,0.4236127274021307,0.5763872725978693,0
2025-07-08,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51490.301056000004,0.42373613299076995,0.57626386700923,0
2025-07-09,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51738.301056,0.4217050156398549,0.5782949843601451,0
2025-07-10,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51526.301056,0.4234400802861311,0.5765599197138689,0
2025-07-11,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51658.301056000004,0.42235808398630736,0.5776419160136926,0
2025-07-14,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51502.301056,0.42363740276917544,0.5763625972308245,0
2025-07-15,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51463.301056,0.42395844433411545,0.5760415556658846,0
2025-07-16,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51477.301056,0.42384314267495854,0.5761568573250415,0
2025-07-17,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51594.301056,0.4228819968375695,0.5771180031624304,0
2025-07-18,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51634.301056,0.4225543991064575,0.5774456008935426,0
2025-07-21,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51600.301056,0.4228328247992461,0.5771671752007539,0
2025-07-22,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,1,0,1,0,1,0,5,21818.301056,51591.301056,0.42290658714571344,0.5770934128542866,0
2025-07-23,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51371.301056,0.424717704389379,0.5752822956106209,0
2025-07-24,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51311.301056,0.42521434083669013,0.5747856591633099,0
2025-07-25,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51385.301056,0.42460198943317057,0.5753980105668294,0
2025-07-28,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51249.301056,0.42572875349381234,0.5742712465061877,0
2025-07-29,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51483.301056,0.4237937468746915,0.5762062531253085,0
2025-07-30,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51029.301056,0.42756417596346086,0.5724358240365391,0
2025-07-31,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51105.301056,0.4269283343442594,0.5730716656557406,0
2025-08-01,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51169.301056,0.4263943537575766,0.5736056462424234,0
2025-08-04,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51416.301056000004,0.4243459877099409,0.5756540122900591,0
2025-08-05,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51403.301056,0.4244533056783769,0.5755466943216231,0
2025-08-06,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51359.301056,0.42481693884833543,0.5751830611516645,0
2025-08-07,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51405.301056000004,0.4244367916886925,0.5755632083113075,0
2025-08-08,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51296.301056,0.42533868148077647,0.5746613185192235,0
2025-08-11,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51483.301056,0.4237937468746915,0.5762062531253085,0
2025-08-12,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51380.301056,0.42464330896426583,0.5753566910357342,0
2025-08-13,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51297.301056,0.4253303898421771,0.5746696101578229,0
2025-08-14,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51325.301056,0.42509835514056693,0.5749016448594331,0
2025-08-15,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51329.301056,0.42506522799124713,0.5749347720087529,0
2025-08-18,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51246.301056,0.42575367600010383,0.5742463239998962,0
2025-08-19,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51323.301056,0.42511492065160744,0.5748850793483925,0
2025-08-20,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51450.301056000004,0.4240655663462946,0.5759344336537054,0
2025-08-21,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51400.301056,0.42447807907251806,0.5755219209274819,0
2025-08-22,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51924.301056,0.42019441017548054,0.5798055898245195,0
2025-08-25,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51993.301056,0.4196367726777021,0.5803632273222978,0
2025-08-26,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51435.301056,0.4241892359538327,0.5758107640461674,0
2025-08-27,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51530.301056,0.4234072110754641,0.5765927889245359,0
2025-08-28,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51436.301056,0.424180989069293,0.575819010930707,0
2025-08-29,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51306.301056,0.4252557796397304,0.5747442203602696,0
2025-09-01,mp5_tr1_tu8_cr10_sw16_ind1_def3_cy0_lot90_gap8_rpm1_ro75_ne45_rf25_rep1_cyc1_current,risk_on,0,0,0,0,0,0,5,21818.301056,51321.301056,0.4251314874537697,0.5748685125462303,0
