date,nav,cash,invested_value,exposure,holdings_count
2023-04-04,49991.206485272,48006.886485272,1984.3199999999997,0.0396933808865886,1
2023-04-06,49930.61748339001,46019.41748339,3911.2000000000044,0.07833269839494995,2
2023-04-07,49995.100784065005,44022.32078406501,5972.779999999999,0.11946730592257772,3
2023-04-10,50018.16078406501,44022.32078406501,5995.840000000004,0.11987326015214424,3
2023-04-11,49950.890784065006,44022.32078406501,5928.57,0.11868797346635691,3
2023-04-12,49958.24078406501,44022.32078406501,5935.9200000000055,0.1188176346252241,3
2023-04-13,49952.621039155,42521.721039155,7430.899999999994,0.14875896089967605,4
2023-04-14,50019.321039155,42521.721039155,7497.5999999999985,0.14989407781306938,4
2023-04-17,50241.728340580004,40529.628340580006,9712.099999999999,0.1933074422552375,5
2023-04-18,50399.518340580005,40529.628340580006,9869.89,0.19583302231785604,5
2023-04-19,50343.76834058001,40529.628340580006,9814.140000000007,0.19494249881348746,5
2023-04-20,50380.77834058001,40529.628340580006,9851.150000000001,0.19553389853179848,5
2023-04-21,50118.348340580014,40529.628340580006,9588.720000000008,0.19132154824496037,5
2023-04-24,49984.86834058001,40529.628340580006,9455.240000000005,0.18916204671332118,5
2023-04-25,49902.11504189251,38536.78504189251,11365.330000000002,0.22775247082130445,6
2023-04-26,49895.94504189251,38536.78504189251,11359.160000000003,0.22765697674355864,6
2023-04-27,50060.375041892505,38536.78504189251,11523.589999999997,0.2301938407444331,6
2023-04-28,50287.984397828004,36534.75439782801,13753.229999999996,0.27348938647447585,7
2023-05-04,50347.16439782801,36534.75439782801,13812.410000000003,0.2743433550866645,7
2023-05-05,50512.66302137551,34556.82302137551,15955.840000000004,0.3158780203935783,8
2023-05-08,50903.01302137551,34556.82302137551,16346.190000000002,0.321124213082157,8
2023-05-09,50745.34302137551,34556.82302137551,16188.520000000004,0.3190148895669283,8
2023-05-10,50478.05302137551,34556.82302137551,15921.230000000003,0.31540895591313667,8
2023-05-11,50415.423021375515,34556.82302137551,15858.600000000006,0.31455850312465206,8
2023-05-12,50215.65302137551,34556.82302137551,15658.830000000002,0.3118316512449702,8
2023-05-15,50458.383021375506,34556.82302137551,15901.559999999998,0.31514208438395014,8
2023-05-16,50371.82302137551,34556.82302137551,15815.0,0.31396521013918505,8
2023-05-17,50234.68302137552,34556.82302137551,15677.860000000008,0.31209234451283135,8
2023-05-18,50218.47302137551,34556.82302137551,15661.650000000001,0.311870295087101,8
2023-05-19,50138.41302137551,34556.82302137551,15581.590000000004,0.3107715035447393,8
2023-05-22,50366.27302137551,34556.82302137551,15809.450000000004,0.31388961405364363,8
2023-05-23,50081.97302137551,34556.82302137551,15525.150000000001,0.30999477583228807,8
2023-05-24,49781.37302137552,34556.82302137551,15224.55000000001,0.3058282461084947,8
2023-05-25,49753.67302137551,34556.82302137551,15196.849999999999,0.3054417709717838,8
2023-05-26,49735.60243405551,33825.15243405551,15910.449999999997,0.3199006188996239,7
2023-05-29,49771.08468040752,31839.24468040751,17931.840000000007,0.3602863010751082,8
2023-05-30,49666.20468040752,31839.24468040751,17826.96000000001,0.35893541925969724,8
2023-05-31,49497.014680407505,31839.24468040751,17657.769999999993,0.3567441413186784,8
2023-06-01,49452.64468040751,31839.24468040751,17613.399999999998,0.3561669980205972,8
2023-06-02,49786.99468040751,31839.24468040751,17947.749999999996,0.36049072885821143,8
2023-06-05,49695.91468040751,31839.24468040751,17856.670000000002,0.35931867065603984,8
2023-06-06,49650.53468040751,31839.24468040751,17811.289999999997,0.35873309551746824,8
2023-06-07,49737.42468040751,31839.24468040751,17898.179999999997,0.35985337228468167,8
2023-06-08,49990.954680407514,31839.24468040751,18151.710000000003,0.36309988709045465,8
2023-06-09,49925.86468040751,31839.24468040751,18086.62,0.3622695393615839,8
2023-06-12,49831.61468040751,31839.24468040751,17992.37,0.3610633553697414,8
2023-06-13,49902.234680407506,31839.24468040751,18062.989999999994,0.36196755747878046,8
2023-06-14,49897.63468040752,31839.24468040751,18058.39000000001,0.3619087380727227,8
2023-06-15,50044.43468040752,31839.24468040751,18205.190000000006,0.3637805105854731,8
2023-06-16,50029.81468040751,31839.24468040751,18190.569999999996,0.36359459086950646,8
2023-06-19,49831.62468040751,31839.24468040751,17992.38,0.361063483588849,8
2023-06-20,49716.49468040751,31839.24468040751,17877.249999999996,0.35958387884987275,8
2023-06-21,49640.8246804075,31839.24468040751,17801.57999999999,0.358607660420799,8
2023-06-26,49408.70468040751,31839.24468040751,17569.459999999995,0.35559442640007066,8
2023-06-27,49634.804680407506,31839.24468040751,17795.559999999994,0.3585298685989287,8
2023-06-28,49745.15468040751,31839.24468040751,17905.91,0.3599528459613449,8
2023-06-29,49575.89468040751,31839.24468040751,17736.649999999998,0.35776762304220316,8
2023-06-30,49644.884680407515,31839.24468040751,17805.640000000003,0.35866011402030806,8
2023-07-03,49989.814680407515,31839.24468040751,18150.570000000003,0.36308536280919135,8
2023-07-04,49913.02468040751,31839.24468040751,18073.779999999995,0.3621054848053427,8
2023-07-05,49816.98468040751,31839.24468040751,17977.74,0.3608757156887991,8
2023-07-06,49711.064680407515,31839.24468040751,17871.820000000003,0.3595139254187765,8
2023-07-07,49743.314680407515,31839.24468040751,17904.070000000003,0.3599291706841545,8
2023-07-10,49730.23468040752,31839.24468040751,17890.99000000001,0.35976081985087865,8
2023-07-11,49825.404680407504,31839.24468040751,17986.159999999993,0.36098372136398454,8
2023-07-12,49884.32468040752,31839.24468040751,18045.080000000005,0.36173848429559596,8
2023-07-13,50126.72468040751,31839.24468040751,18287.48,0.36482495348729277,8
2023-07-14,50096.9246804075,31839.24468040751,18257.67999999999,0.3644471215842999,8
2023-07-17,49981.42468040752,31839.24468040751,18142.18000000001,0.3629784488138382,8
2023-07-18,49957.46468040751,31839.24468040751,18118.219999999998,0.362672928178152,8
2023-07-19,50057.05468040751,31839.24468040751,18217.81,0.3639409093545911,8
2023-07-20,49992.90468040751,31839.24468040751,18153.66,0.363124729720186,8
2023-07-21,49956.474680407504,31839.24468040751,18117.229999999992,0.36266029810757267,8
2023-07-24,49841.33468040751,31839.24468040751,18002.09,0.36118796006232495,8
2023-07-25,50329.58468040752,31839.24468040751,18490.340000000007,0.367385109919216,8
2023-07-26,50334.09468040752,31839.24468040751,18494.85000000001,0.3674417930317738,8
2023-07-27,50424.954680407514,31839.24468040751,18585.710000000003,0.36858159055959316,8
2023-07-28,50977.44468040751,31839.24468040751,19138.2,0.37542485936639164,8
2023-07-31,51184.04468040752,31839.24468040751,19344.800000000007,0.3779459032749107,8
2023-08-01,51151.344680407514,31839.24468040751,19312.100000000002,0.3775482369165773,8
2023-08-02,50909.35468040751,31839.24468040751,19070.109999999997,0.3745895055970752,8
2023-08-03,51090.3246804075,31839.24468040751,19251.07999999999,0.37680480835508445,8
2023-08-04,51083.594680407514,31839.24468040751,19244.350000000002,0.37672270560436766,8
2023-08-07,50954.564680407515,31839.24468040751,19115.320000000003,0.37514440796213916,8
2023-08-08,50897.73468040752,31839.24468040751,19058.49000000001,0.3744467238015673,8
2023-08-09,50839.84468040752,31839.24468040751,19000.60000000001,0.37373442266479606,8
2023-08-10,50836.034680407516,31839.24468040751,18996.790000000005,0.3736874860407134,8
2023-08-11,50370.06468040751,31839.24468040751,18530.819999999996,0.3678935121004112,8
2023-08-14,50186.414680407506,31839.24468040751,18347.169999999995,0.3655804088982397,8
2023-08-15,50235.02468040751,31839.24468040751,18395.779999999995,0.3661943060052811,8
2023-08-16,50118.384680407515,31839.24468040751,18279.140000000003,0.3647192565475032,8
2023-08-17,50057.50468040751,31839.24468040751,18218.26,0.36394662731022265,8
2023-08-18,49948.83468040751,31839.24468040751,18109.59,0.36256281284383013,8
2023-08-21,49665.13468040751,31839.24468040751,17825.889999999996,0.3589216079792927,8
2023-08-22,49770.58468040751,31839.24468040751,17931.34,0.36027987445079745,8
2023-08-23,49636.79468040752,31839.24468040751,17797.550000000007,0.3585555859235407,8
2023-08-24,49610.984680407506,31839.24468040751,17771.739999999994,0.35822187595116317,8
2023-08-25,49726.65468040752,31839.24468040751,17887.410000000007,0.3597147267388512,8
2023-08-28,50008.154680407504,31839.24468040751,18168.909999999993,0.3633189450023501,8
2023-08-29,49942.94468040752,31839.24468040751,18103.700000000008,0.3624876369595011,8
