signal_date,fill_date,symbol,industry,bucket,action,fill_price,realized_pnl
2024-01-22,2024-01-23,600018.sh,交通运输,cyclical_rotation,BUY_2,4.712355,0.0
2024-04-10,2024-04-11,601018.sh,交通运输,cyclical_rotation,BUY_2,3.331665,0.0
2024-05-09,2024-05-10,600018.sh,交通运输,defensive_dividend,REDUCE,5.3773100000000005,290.30657600000086
2024-06-21,2024-06-24,000932.sz,钢铁,cyclical_rotation,SELL_ALL,4.31784,-255.23570879999957
2024-07-24,2024-07-25,600989.sh,基础化工,cyclical_rotation,BUY_1,15.127559999999999,0.0
2024-07-30,2024-07-31,300628.sz,通信,defensive_dividend,BUY_1,31.005494999999996,0.0
2024-07-31,2024-08-01,600233.sh,交通运输,cyclical_rotation,BUY_1,13.856924999999999,0.0
2024-09-24,2024-09-25,002352.sz,交通运输,cyclical_rotation,BUY_1,36.6183,0.0
2024-09-25,2024-09-26,600803.sh,公用事业,defensive_dividend,BUY_1,17.188589999999998,0.0
2024-09-26,2024-09-27,000786.sz,建筑材料,cyclical_rotation,BUY_1,28.824405,0.0
2024-09-30,2024-10-08,601018.sh,交通运输,defensive_dividend,REDUCE,4.05797,351.524312
2024-10-11,2024-10-14,601211.sh,非银金融,defensive_dividend,SELL_ALL,18.980505,1191.7641192000003
2024-10-22,2024-10-23,600176.sh,建筑材料,cyclical_rotation,BUY_1,10.175085,0.0
2025-04-07,2025-04-08,600233.sh,交通运输,cyclical_rotation,SELL_ALL,11.964015000000002,-380.4962423999994
2025-04-08,2025-04-09,600585.sh,建筑材料,cyclical_rotation,BUY_1,23.77188,0.0
2025-05-13,2025-05-14,600000.sh,银行,defensive_dividend,SELL_ALL,11.57421,1626.5641896000006
2025-05-14,2025-05-15,002532.sz,有色金属,cyclical_rotation,BUY_1,7.44372,0.0
2025-06-19,2025-06-20,600585.sh,建筑材料,cyclical_rotation,SELL_ALL,20.839575000000004,-294.8976659999997
2025-09-01,2025-09-02,002532.sz,有色金属,cyclical_rotation,SELL_ALL,10.1949,822.9072240000003
2025-09-12,2025-09-15,000786.sz,建筑材料,cyclical_rotation,SELL_ALL,25.297345,-354.72978759999967
2025-11-03,2025-11-04,600023.sh,公用事业,defensive_dividend,BUY_1,5.2226099999999995,0.0
2025-12-11,2025-12-12,600989.sh,基础化工,cyclical_rotation,SELL_ALL,17.741125,259.9372100000001
2025-12-16,2025-12-17,000921.sz,家用电器,defensive_dividend,BUY_1,25.8129,0.0
2025-12-29,2025-12-30,600690.sh,家用电器,defensive_dividend,BUY_1,26.543264999999998,0.0
2026-02-10,2026-02-11,600176.sh,建筑材料,cyclical_rotation,SELL_ALL,23.988,2758.7449200000005
2026-02-27,2026-03-02,600018.sh,交通运输,cyclical_rotation,SELL_ALL,5.0574699999999995,78.30870720000003
2026-03-03,2026-03-04,600803.sh,公用事业,defensive_dividend,SELL_ALL,24.537725000000002,732.9504820000003
2026-03-03,2026-03-04,601018.sh,交通运输,defensive_dividend,SELL_ALL,4.167915,406.4528339999999
2026-03-04,2026-03-05,000921.sz,家用电器,defensive_dividend,SELL_ALL,22.968510000000002,-286.27648079999983
2026-03-24,2026-03-25,600690.sh,家用电器,defensive_dividend,SELL_ALL,23.458265,-310.37666119999955
