profile,execution_mode,annual_return,cumulative_return,max_drawdown,sharpe,calmar,volatility,total_trades,buy_trades,sell_trades,avg_daily_exposure,max_daily_exposure,avg_positions,max_positions,turnover,total_fees,total_tax,total_slippage,realized_pnl,unrealized_pnl,benchmark_annual_return,excess_annual_return,defensive_pnl,cyclical_pnl,defensive_trade_count,cyclical_trade_count
baseline,next_bar,-0.0007712458714833614,-0.002220311348999915,-0.0030240525090000636,-0.43736707358332005,-0.25503719567964195,0.0017629363910631655,2,1,1,0.00036173192801041586,0.030002521787232544,0.012396694214876033,1,0.057961080000000005,0.8694161999999999,0.6971512500000001,1.4489999999997671,-110.56444199999939,-0.45112544999895476,0.028884355393731243,-0.029655601265214604,0.0,-110.56444199999939,0,2
combined_v2,next_bar,0.024846220411411934,0.07326562069200016,-0.08876605706976393,0.35634328938471815,0.27990677102943234,0.07768954714998856,41,23,18,0.4458773619428774,0.550110755601559,7.027548209366391,8,2.04219921,30.632988149999996,22.034477250000002,51.05149999999412,40.71383640000539,3622.5671982000063,0.028884355393731243,-0.004038134982319308,3954.222716400004,-273.52937999999773,24,17
