variant,profile,research_only,capital,round_lot,max_positions,max_tranches,target_universe_size,cash_reserve_ratio,max_new_positions_per_day,max_adds_per_day,annual_return,cumulative_return,max_drawdown,sharpe,total_trades,buy_trades,sell_trades,average_cash_ratio,avg_daily_exposure,max_exposure,average_positions,max_positions_used,turnover,total_fees,total_tax,realized_pnl,executable_buy_count,strategy_eligible_count,account_actionable_buy_count,watch_only_count,executable_account_actionable_ratio,executable_strategy_eligible_ratio,industry_concentration_max,top_block_or_watch_reasons,auto_trading_approved,broker_integration_enabled,llm_decision_allowed,passes_hard_conditions
mp6_tr1_tu12_cr20_add0,combined_v2_50k_compact,True,50000.0,100,6,1,12,0.2,1,0,0.02989700920565208,0.08857490891400022,-0.10960601330885311,0.317805912671595,29,16,13,0.34876849464982684,0.6512315053501732,0.8066466182180462,5.253443526170799,6,3.38177052,50.72655779999999,37.9879965,2462.5042056000075,16,285,56,269,0.2857142857142857,0.056140350877192984,1.0,"{'WATCH_ONLY_PORTFOLIO_FULL': 154, 'WATCH_ONLY_MAX_TRANCHES': 46, 'WATCH_ONLY_CASH_RESERVED': 40, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 25, 'WATCH_ONLY_LOT_TOO_EXPENSIVE': 3}",False,False,False,False
mp6_tr1_tu12_cr20_add1,combined_v2_50k_compact,True,50000.0,100,6,1,12,0.2,1,1,0.02989700920565208,0.08857490891400022,-0.10960601330885311,0.317805912671595,29,16,13,0.34876849464982684,0.6512315053501732,0.8066466182180462,5.253443526170799,6,3.38177052,50.72655779999999,37.9879965,2462.5042056000075,16,285,56,269,0.2857142857142857,0.056140350877192984,1.0,"{'WATCH_ONLY_PORTFOLIO_FULL': 154, 'WATCH_ONLY_MAX_TRANCHES': 46, 'WATCH_ONLY_CASH_RESERVED': 40, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 25, 'WATCH_ONLY_LOT_TOO_EXPENSIVE': 3}",False,False,False,False
mp4_tr1_tu8_cr15_add0,combined_v2_50k_compact,True,50000.0,100,4,1,8,0.15,1,0,0.04639051736254207,0.13955918649200028,-0.13352016249149246,0.4370016401794587,21,12,9,0.31987083387708926,0.6801291661229107,0.795925004647069,3.4173553719008263,4,4.23406861,63.51102914999999,46.684146250000005,6932.4388660000095,12,189,130,177,0.09230769230769231,0.06349206349206349,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 45, 'WATCH_ONLY_MAX_TRANCHES': 11, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu8_cr15_add1,combined_v2_50k_compact,True,50000.0,100,4,1,8,0.15,1,1,0.04639051736254207,0.13955918649200028,-0.13352016249149246,0.4370016401794587,21,12,9,0.31987083387708926,0.6801291661229107,0.795925004647069,3.4173553719008263,4,4.23406861,63.51102914999999,46.684146250000005,6932.4388660000095,12,189,130,177,0.09230769230769231,0.06349206349206349,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 45, 'WATCH_ONLY_MAX_TRANCHES': 11, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu10_cr15_add0,combined_v2_50k_compact,True,50000.0,100,4,1,10,0.15,1,0,0.04639051736254207,0.13955918649200028,-0.13352016249149246,0.4370016401794587,21,12,9,0.31987083387708926,0.6801291661229107,0.795925004647069,3.4173553719008263,4,4.23406861,63.51102914999999,46.684146250000005,6932.4388660000095,12,189,130,177,0.09230769230769231,0.06349206349206349,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 45, 'WATCH_ONLY_MAX_TRANCHES': 11, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu10_cr15_add1,combined_v2_50k_compact,True,50000.0,100,4,1,10,0.15,1,1,0.04639051736254207,0.13955918649200028,-0.13352016249149246,0.4370016401794587,21,12,9,0.31987083387708926,0.6801291661229107,0.795925004647069,3.4173553719008263,4,4.23406861,63.51102914999999,46.684146250000005,6932.4388660000095,12,189,130,177,0.09230769230769231,0.06349206349206349,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 45, 'WATCH_ONLY_MAX_TRANCHES': 11, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu12_cr15_add0,combined_v2_50k_compact,True,50000.0,100,4,1,12,0.15,1,0,0.04639051736254207,0.13955918649200028,-0.13352016249149246,0.4370016401794587,21,12,9,0.31987083387708926,0.6801291661229107,0.795925004647069,3.4173553719008263,4,4.23406861,63.51102914999999,46.684146250000005,6932.4388660000095,12,189,130,177,0.09230769230769231,0.06349206349206349,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 45, 'WATCH_ONLY_MAX_TRANCHES': 11, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu12_cr15_add1,combined_v2_50k_compact,True,50000.0,100,4,1,12,0.15,1,1,0.04639051736254207,0.13955918649200028,-0.13352016249149246,0.4370016401794587,21,12,9,0.31987083387708926,0.6801291661229107,0.795925004647069,3.4173553719008263,4,4.23406861,63.51102914999999,46.684146250000005,6932.4388660000095,12,189,130,177,0.09230769230769231,0.06349206349206349,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 45, 'WATCH_ONLY_MAX_TRANCHES': 11, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu8_cr20_add0,combined_v2_50k_compact,True,50000.0,100,4,1,8,0.2,1,0,0.04153481908328893,0.12439098958200012,-0.13008377629950219,0.4097778216034681,21,12,9,0.3445069986464985,0.6554930013535015,0.7717245117200054,3.418732782369146,4,4.06892546,61.03388189999999,44.699639000000005,6210.220577600006,12,199,130,187,0.09230769230769231,0.06030150753768844,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 52, 'WATCH_ONLY_MAX_TRANCHES': 14, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu8_cr20_add1,combined_v2_50k_compact,True,50000.0,100,4,1,8,0.2,1,1,0.04153481908328893,0.12439098958200012,-0.13008377629950219,0.4097778216034681,21,12,9,0.3445069986464985,0.6554930013535015,0.7717245117200054,3.418732782369146,4,4.06892546,61.03388189999999,44.699639000000005,6210.220577600006,12,199,130,187,0.09230769230769231,0.06030150753768844,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 52, 'WATCH_ONLY_MAX_TRANCHES': 14, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu10_cr20_add0,combined_v2_50k_compact,True,50000.0,100,4,1,10,0.2,1,0,0.04153481908328893,0.12439098958200012,-0.13008377629950219,0.4097778216034681,21,12,9,0.3445069986464985,0.6554930013535015,0.7717245117200054,3.418732782369146,4,4.06892546,61.03388189999999,44.699639000000005,6210.220577600006,12,199,130,187,0.09230769230769231,0.06030150753768844,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 52, 'WATCH_ONLY_MAX_TRANCHES': 14, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu10_cr20_add1,combined_v2_50k_compact,True,50000.0,100,4,1,10,0.2,1,1,0.04153481908328893,0.12439098958200012,-0.13008377629950219,0.4097778216034681,21,12,9,0.3445069986464985,0.6554930013535015,0.7717245117200054,3.418732782369146,4,4.06892546,61.03388189999999,44.699639000000005,6210.220577600006,12,199,130,187,0.09230769230769231,0.06030150753768844,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 52, 'WATCH_ONLY_MAX_TRANCHES': 14, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu12_cr20_add0,combined_v2_50k_compact,True,50000.0,100,4,1,12,0.2,1,0,0.04153481908328893,0.12439098958200012,-0.13008377629950219,0.4097778216034681,21,12,9,0.3445069986464985,0.6554930013535015,0.7717245117200054,3.418732782369146,4,4.06892546,61.03388189999999,44.699639000000005,6210.220577600006,12,199,130,187,0.09230769230769231,0.06030150753768844,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 52, 'WATCH_ONLY_MAX_TRANCHES': 14, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
mp4_tr1_tu12_cr20_add1,combined_v2_50k_compact,True,50000.0,100,4,1,12,0.2,1,1,0.04153481908328893,0.12439098958200012,-0.13008377629950219,0.4097778216034681,21,12,9,0.3445069986464985,0.6554930013535015,0.7717245117200054,3.418732782369146,4,4.06892546,61.03388189999999,44.699639000000005,6210.220577600006,12,199,130,187,0.09230769230769231,0.06030150753768844,1.0,"{'WATCH_ONLY_CASH_RESERVED': 118, 'WATCH_ONLY_PORTFOLIO_FULL': 52, 'WATCH_ONLY_MAX_TRANCHES': 14, 'WATCH_ONLY_DAILY_NEW_LIMIT': 2, 'WATCH_ONLY_INDUSTRY_CONCENTRATION': 1}",False,False,False,False
