profile,execution_mode,annual_return,cumulative_return,max_drawdown,sharpe,calmar,volatility,total_trades,buy_trades,sell_trades,avg_daily_exposure,max_daily_exposure,avg_positions,max_positions,turnover,total_fees,total_tax,total_slippage,realized_pnl,unrealized_pnl,benchmark_annual_return,excess_annual_return,defensive_pnl,cyclical_pnl,defensive_trade_count,cyclical_trade_count,neutral_daily_pnl,risk_off_daily_pnl,risk_on_daily_pnl,exposure_active_days_ratio
combined_v2,next_bar,0.07135202476872582,0.21964440453100043,-0.09364547429916759,0.7782204340639889,0.7619377797241833,0.09454221111585052,76,43,33,0.46977437700345664,0.7569459961603964,12.287878787878787,20,2.7762431675,166.57459004999993,132.92600375,277.61849999997116,38533.829894000024,5395.0510122000705,0.028884355393731243,0.04246766937499458,27465.657712800014,16550.04218120001,47,29,-3916.630082449992,-18617.676957699907,66463.18794635,1.0
combined_v2_1_risk_guard,next_bar,0.05603252082092269,0.17007352444300028,-0.0887807370328958,0.6766915890094396,0.6311337649760786,0.08631205011560536,64,37,27,0.43034970020653934,0.6769593245236836,11.162534435261708,18,2.37334039,142.40042339999997,110.56868800000001,237.32599999997603,28749.40859920001,5265.296289400059,0.028884355393731243,0.02714816542719145,24890.840550000008,9199.923549200004,43,21,-3857.743294599961,-18383.27834999998,56255.72653320001,1.0
