date,market_regime,nav_before,nav_after,daily_pnl,daily_return,exposure,holdings_count,defensive_daily_pnl,cyclical_daily_pnl,realized_pnl_today,unrealized_pnl_today,fees_today,tax_today,slippage_today,trade_count,buy_count,sell_count
2023-04-27,neutral,199689.54972925002,200408.54972925002,719.0,0.0036005890191793182,0.2108043796388691,6,638.3301299500556,80.66987004994436,0.0,719.0,0.0,0.0,0.0,0,0,0
2023-04-28,neutral,200408.54972925002,201215.23894620003,806.6892169500061,0.004025223564762258,0.2531965285870916,7,730.6865427717419,76.00267417826426,0.0,806.6892169500061,2.3672830499999997,0.0,3.9435000000001885,1,1,0
2023-05-04,neutral,201215.23894620003,201401.23894620003,186.0,0.0009243832672620377,0.2538862236773979,7,168.45234975456165,17.547650245438362,0.0,186.0,0.0,0.0,0.0,0,0,0
2023-05-05,neutral,201401.23894620003,201886.23894620003,485.0,0.0024081281849986894,0.25567864491128345,7,438.5464372893177,46.45356271068232,0.0,485.0,0.0,0.0,0.0,0,0,0
2023-05-08,neutral,201886.23894620003,203347.76130680004,1461.5223606000072,0.007239336213447829,0.28856968782393827,8,1333.7512339831353,127.7711266168718,0.0,1461.5223606000072,1.6796394,0.0,2.797999999999945,1,1,0
2023-05-09,neutral,203347.76130680004,202777.76130680004,-570.0,-0.002803079789700832,0.28656988629083613,8,-519.444501806918,-50.55549819308209,0.0,-570.0,0.0,0.0,0.0,0,0,0
2023-05-10,neutral,202777.76130680004,201713.76130680004,-1064.0,-0.005247123713877984,0.28280668423625743,8,-968.9886758054903,-95.01132419450968,0.0,-1064.0,0.0,0.0,0.0,0,0,0
2023-05-11,neutral,201713.76130680004,201387.76130680004,-326.0,-0.0016161515103779393,0.28164571487336354,8,-297.06692524682654,-28.933074753173486,0.0,-326.0,0.0,0.0,0.0,0,0,0
2023-05-12,neutral,201387.76130680004,200693.76130680004,-694.0,-0.003446088260262946,0.2791616422712473,8,-631.4946631920894,-62.505336807910616,0.0,-694.0,0.0,0.0,0.0,0,0,0
2023-05-15,neutral,200693.76130680004,201650.76130680004,957.0,0.004768459137785736,0.2825826177432757,8,872.7588754540828,84.2411245459172,0.0,957.0,0.0,0.0,0.0,0,0,0
2023-05-16,neutral,201650.76130680004,201236.76130680004,-414.0,-0.0020530544854731434,0.2811066906098556,8,-378.2564655553395,-35.743534444660504,0.0,-414.0,0.0,0.0,0.0,0,0,0
2023-05-17,neutral,201236.76130680004,200735.76130680004,-501.0,-0.0024896047657822777,0.2793124634843063,8,-457.62670328886355,-43.37329671113648,0.0,-501.0,0.0,0.0,0.0,0,0,0
2023-05-18,neutral,200735.76130680004,200785.76130680004,50.0,0.00024908366936961035,0.27949193027812297,8,45.707259702769164,4.292740297230835,0.0,50.0,0.0,0.0,0.0,0,0,0
2023-05-19,neutral,200785.76130680004,200202.76130680004,-583.0,-0.0029035923474134092,0.277393776377018,8,-533.24002881066,-49.75997118934006,0.0,-583.0,0.0,0.0,0.0,0,0,0
2023-05-22,neutral,200202.76130680004,200776.52653800003,573.7652311999991,0.0028659206669019643,0.31829916127124863,9,531.4782479438301,42.28698325616905,0.0,573.7652311999991,2.3387687999999995,0.0,3.895999999998878,1,1,0
2023-05-23,neutral,200776.52653800003,199587.52653800003,-1189.0,-0.005922007021946181,0.31423807433205975,9,-1101.073376064288,-87.92662393571224,0.0,-1189.0,0.0,0.0,0.0,0,0,0
2023-05-24,neutral,199587.52653800003,198428.52653800003,-1159.0,-0.005806976117715125,0.3102326115807303,9,-1071.7911759450285,-87.20882405497166,0.0,-1159.0,0.0,0.0,0.0,0,0,0
2023-05-25,neutral,198428.52653800003,198433.18822500005,4.6616870000143535,2.3493028353066047e-05,0.38801976972065544,11,4.381971249325145,0.2797157506892087,0.0,4.6616870000143535,4.628312999999999,0.0,7.709999999999084,2,2,0
2023-05-26,neutral,198433.18822500005,198894.92914290004,461.7409178999951,0.0023269339268813987,0.4047061448317139,10,461.7409178999951,0.0,-614.7359256000005,1076.4768434999955,3.7192535999999996,2.3418285,6.197999999999837,2,1,1
2023-05-29,neutral,198894.92914290004,199012.92914290004,118.0,0.0005932780715350492,0.40505911021548263,10,118.0,0.0,0.0,118.0,0.0,0.0,0.0,0,0,0
2023-05-30,neutral,199012.92914290004,198793.92914290007,-218.9999999999709,-0.0011004310169351824,0.40440369757071754,10,-218.9999999999709,-0.0,0.0,-218.9999999999709,0.0,0.0,0.0,0,0,0
2023-05-31,neutral,198793.92914290007,198267.92914290004,-526.0000000000291,-0.002645956052420101,0.40282359504767146,10,-526.0000000000291,-0.0,0.0,-526.0000000000291,0.0,0.0,0.0,0,0,0
2023-06-01,neutral,198267.92914290004,198021.68957320007,-246.2395696999738,-0.0012419536067403952,0.44149204154569527,11,-246.2395696999738,-0.0,0.0,-246.2395696999738,2.3405697,0.0,3.8989999999998304,1,1,0
2023-06-02,neutral,198021.68957320007,199615.68957320007,1594.0,0.008049623268216621,0.4459519198632746,11,1594.0,0.0,0.0,1594.0,0.0,0.0,0.0,0,0,0
2023-06-05,neutral,199615.68957320007,199252.68957320007,-363.0,-0.0018184943316636745,0.44494255103859054,11,-363.0,-0.0,0.0,-363.0,0.0,0.0,0.0,0,0,0
