date,ts_code,name,bucket,side,action,signal_level,shares,price,amount,fee,tax,slippage,slippage_cost,cash_before,cash_after,position_before,position_after,weight_before,weight_after,target_weight,entry_reason,exit_reason,holding_days,realized_pnl,unrealized_pnl_after_trade,market_regime,execution_mode,fill_price_field,execution_adjustment,execution_reason_code
2023-04-04,600036.sh,招商银行,defensive_dividend,BUY,BUY_1,BUY_1,100.0,27.67383,2767.383,0.8302148999999999,0.0,0.013829999999998677,1.3829999999998677,100000.0,97231.7867851,0.0,100.0,0.0,0.027673829999999996,0.02765,高股息补充触发 BUY_1。,,0,0.0,-11.38300000000001,risk_on,next_bar,open,,
2023-04-06,601318.sh,中国平安,defensive_dividend,BUY,BUY_1,BUY_1,100.0,38.209095,3820.9094999999998,1.14627285,0.0,0.019095000000000084,1.9095000000000084,97231.7867851,93409.73101225,0.0,100.0,0.0,0.038213762128890175,0.038215,高股息补充触发 BUY_1。,,0,0.0,-48.909499999999895,risk_on,next_bar,open,,
2023-04-07,600000.sh,浦发银行,defensive_dividend,BUY,BUY_1,BUY_1,600.0,6.143069999999999,3685.841999999999,1.1057525999999998,0.0,0.00306999999999924,1.841999999999544,93409.73101225,89722.78325965001,0.0,600.0,0.0,0.0368991082731816,0.036821,高股息补充触发 BUY_1。,,0,0.0,22.158000000000477,neutral,next_bar,open,,
2023-04-13,000877.sz,天山股份,cyclical_rotation,BUY,BUY_1,BUY_1,300.0,8.82441,2647.3230000000003,0.7941969,0.0,0.004410000000000025,1.3230000000000075,89722.78325965001,87074.66606275001,0.0,300.0,0.0,0.026487855730523008,0.026505,满足 cyclical BUY_1。,,0,0.0,-22.323000000000093,neutral,next_bar,open,,
2023-04-17,601166.sh,兴业银行,defensive_dividend,BUY,BUY_1,BUY_1,300.0,13.276634999999999,3982.9905,1.1948971499999999,0.0,0.00663499999999928,1.990499999999784,87074.66606275001,83090.48066560001,0.0,300.0,0.0,0.03981570430591789,0.039766,高股息补充触发 BUY_1。,,0,0.0,58.009500000000536,neutral,next_bar,open,,
2023-04-25,600346.sh,恒力石化,defensive_dividend,BUY,BUY_1,BUY_1,200.0,14.757375,2951.475,0.8854424999999999,0.0,0.007374999999999687,1.4749999999999375,83090.48066560001,80138.12022310002,0.0,200.0,0.0,0.029514017855911866,0.029479,高股息补充触发 BUY_1。,,0,0.0,-51.47499999999994,neutral,next_bar,open,,
2023-04-28,601866.sh,中远海发,defensive_dividend,BUY,BUY_1,BUY_1,1600.0,2.391195,3825.9120000000003,1.1477736,0.0,0.0011950000000000571,1.9120000000000914,80138.12022310002,76311.06044950002,0.0,1600.0,0.0,0.038182327617510885,0.038163,高股息补充触发 BUY_1。,,0,0.0,46.087999999999596,neutral,next_bar,open,,
2023-05-05,002032.sz,苏 泊 尔,defensive_dividend,BUY,BUY_1,BUY_1,100.0,42.07102499999999,4207.102499999999,1.2621307499999996,0.0,0.02102499999999452,2.102499999999452,76311.06044950002,72102.69581875001,0.0,100.0,0.0,0.041775645930105056,0.042003,高股息补充触发 BUY_1。,,0,0.0,60.897500000000804,neutral,next_bar,open,,
2023-05-26,000877.sz,天山股份,cyclical_rotation,SELL,SELL_ALL,SELL_ALL,300.0,7.806095,2341.8285,0.7025485499999999,1.17091425,0.0039049999999996032,1.171499999999881,72102.69581875001,74442.65085595,300.0,0.0,0.023494007167443844,0.0,0.0,满足 cyclical BUY_1。,trend_stop,28,-307.36796280000027,0.0,neutral,next_bar,open,,
2023-05-26,601166.sh,兴业银行,defensive_dividend,BUY,BUY_2,BUY_2,300.0,12.856425,3856.9275,1.1570782499999999,0.0,0.006425000000000125,1.9275000000000375,74442.65085595,70584.56627770001,300.0,600.0,0.03869398733908622,0.07738797467817243,0.077169,满足 defensive BUY_2。,,26,0.0,-81.91800000000029,neutral,next_bar,open,,
2023-05-29,600018.sh,上港集团,defensive_dividend,BUY,BUY_1,BUY_1,800.0,4.682339999999999,3745.8719999999994,1.1237615999999997,0.0,0.0023399999999993426,1.871999999999474,70584.56627770001,66837.57051610001,0.0,800.0,0.0,0.03760781004122192,0.037669,满足 defensive BUY_1。,,0,0.0,46.128000000000924,neutral,next_bar,open,,
2023-09-04,600346.sh,恒力石化,cyclical_rotation,SELL,SELL_ALL,SELL_ALL,200.0,13.543225000000001,2708.6450000000004,0.8125935000000001,1.3543225000000003,0.006774999999999309,1.3549999999998619,66837.57051610001,69544.04860010001,200.0,0.0,0.027044376923244483,0.0,0.0,高股息补充触发 BUY_1。,valuation_reversion_exit,89,-244.99691599999946,0.0,risk_off,next_bar,open,,
