date,nav,cash,exposure,holdings_count,running_peak,drawdown
2023-06-15,50248.8828717,25184.8828717,0.49879715861536017,8,51333.4671132,-0.021128209382551333
2023-06-16,50209.8828717,25184.8828717,0.4984078545641249,8,51333.4671132,-0.021887947662336593
2023-06-19,49929.8828717,25184.8828717,0.49559499395552037,8,51333.4671132,-0.027342478901821177
2023-06-20,49788.8828717,25184.8828717,0.49416654041830116,8,51333.4671132,-0.030089224990275887
2023-06-21,49690.8828717,25184.8828717,0.4931689393258231,8,51333.4671132,-0.03199831092409544
2023-06-26,49389.8828717,25184.8828717,0.4900801255770798,8,51333.4671132,-0.03786193200654131
2023-06-27,49719.8828717,25184.8828717,0.4934645574952681,8,51333.4671132,-0.031433377331434476
2023-06-28,49900.8828717,25184.8828717,0.49530185795604514,8,51333.4671132,-0.02790741249448203
2023-06-29,49649.8828717,25184.8828717,0.4927504071504031,8,51333.4671132,-0.03279701014130565
2023-06-30,49700.8828717,25184.8828717,0.49327091559493336,8,51333.4671132,-0.031803506236970924
2023-07-03,50249.8828717,25184.8828717,0.4988071328245074,8,51333.4671132,-0.02110872891383886
2023-07-04,50175.8828717,25184.8828717,0.4980679675114461,8,51333.4671132,-0.022550283598559706
2023-07-05,50034.8828717,25184.8828717,0.4966535059894243,8,51333.4671132,-0.025297029687014416
2023-07-06,49903.8828717,25184.8828717,0.4953321981688503,8,51333.4671132,-0.02784897108834472
2023-07-07,49931.8828717,25184.8828717,0.49561519768015616,8,51333.4671132,-0.02730351796439623
2023-07-10,49919.8828717,25184.8828717,0.49549395104896127,8,51333.4671132,-0.027537283588945582
2023-07-11,50045.8828717,25184.8828717,0.4967641406933481,8,51333.4671132,-0.025082744531177537
2023-07-12,50158.8828717,25184.8828717,0.4978978511917878,8,51333.4671132,-0.022881451566671318
2023-07-13,50500.8828717,25184.8828717,0.5012981666937696,8,51333.4671132,-0.01621913126701524
2023-07-14,50418.8828717,25184.8828717,0.5004870906047739,8,51333.4671132,-0.017816529701435657
2023-07-17,50239.8828717,25184.8828717,0.49870737286518274,8,51333.4671132,-0.021303533600963265
2023-07-18,50217.8828717,25184.8828717,0.49848776110207554,8,51333.4671132,-0.021732103912637135
2023-07-19,50324.8828717,25184.8828717,0.4995540687912337,8,51333.4671132,-0.019647693760405538
2023-07-20,50215.8828717,25184.8828717,0.49846778685447823,8,51333.4671132,-0.021771064850061972
2023-07-21,50124.8828717,25184.8828717,0.49755727237979985,8,51333.4671132,-0.02354378750289443
2023-07-24,49936.8828717,25184.8828717,0.4956656999115045,8,51333.4671132,-0.02720611562083408
2023-07-25,50650.8828717,25184.8828717,0.5027750466760084,8,51333.4671132,-0.013297060960148488
2023-07-26,50616.8828717,25184.8828717,0.5024410543901565,8,51333.4671132,-0.013959396896371712
2023-07-27,50724.8828717,25184.8828717,0.5035004233444778,8,51333.4671132,-0.01185550627542764
2023-07-28,51524.8828717,25184.8828717,0.5112093134804043,8,51524.8828717,0.0
2023-07-31,51809.8828717,25184.8828717,0.5138980928780157,8,51809.8828717,0.0
2023-08-01,51752.8828717,25184.8828717,0.513362706109811,8,51809.8828717,-0.0011001761988373993
2023-08-02,51438.8828717,25184.8828717,0.5103921106817835,8,51809.8828717,-0.007160795960854283
2023-08-03,51703.8828717,25184.8828717,0.5129015177797239,8,51809.8828717,-0.0020459417031012395
2023-08-04,51674.8828717,25184.8828717,0.5126281575861563,8,51809.8828717,-0.0026056804709307935
2023-08-07,51532.8828717,25184.8828717,0.5112851936810501,8,51809.8828717,-0.005346470299613548
2023-08-08,51460.8828717,25184.8828717,0.5106014225506034,8,51809.8828717,-0.006736166550776579
2023-08-09,51355.8828717,25184.8828717,0.5096008195474272,8,51809.8828717,-0.00876280691705611
2023-08-10,51325.8828717,25184.8828717,0.5093141810213964,8,51809.8828717,-0.009341847021707372
2023-08-11,50678.8828717,25184.8828717,0.5030497626504769,8,51809.8828717,-0.021829811945353494
2023-08-14,50421.8828717,25184.8828717,0.5005168106120969,8,51809.8828717,-0.026790255508532757
2023-08-15,50444.8828717,25184.8828717,0.500744546562741,8,51809.8828717,-0.026346324761633455
2023-08-16,50262.8828717,25184.8828717,0.49893676142718646,8,51809.8828717,-0.02985916806318456
2023-08-17,50188.8828717,25184.8828717,0.49819797870215204,8,51809.8828717,-0.03128746698799112
2023-08-18,50005.8828717,25184.8828717,0.49636159936788227,8,51809.8828717,-0.03481961162636393
2023-08-21,49615.8828717,25184.8828717,0.49240280704417333,8,51809.8828717,-0.04234713298683068
2023-08-22,49729.8828717,25184.8828717,0.49356641485210356,8,51809.8828717,-0.04014678058915577
2023-08-23,49532.8828717,25184.8828717,0.4915522495039538,8,51809.8828717,-0.04394914394303251
2023-08-24,49546.8828717,25184.8828717,0.4916959168366774,8,51809.8828717,-0.04367892522752859
2023-08-25,49689.8828717,25184.8828717,0.4931587394414325,8,51809.8828717,-0.04091883406202412
2023-08-28,50072.8828717,25184.8828717,0.4970354925193673,8,51809.8828717,-0.033526422059309446
2023-08-29,50021.8828717,25184.8828717,0.4965226931521922,8,51809.8828717,-0.03451079023721659
2023-08-30,49872.8828717,25184.8828717,0.49501850662033864,8,51809.8828717,-0.03738668942365131
2023-08-31,49837.8828717,25184.8828717,0.49466386972065757,8,51809.8828717,-0.038062236212411116
2023-09-01,50226.8828717,25184.8828717,0.4985776255310828,8,51809.8828717,-0.030554016188766187
2023-09-04,50676.3609557,27891.3609557,0.4496179198801996,7,51809.8828717,-0.021878488295505427
2023-09-05,50421.3609557,27891.3609557,0.44683442836449344,7,51809.8828717,-0.026800329185041383
2023-09-06,50572.3609557,27891.3609557,0.4484860815548622,7,51809.8828717,-0.02388582732496325
2023-09-07,50379.3609557,27891.3609557,0.4463732682074776,7,51809.8828717,-0.02761098533155315
2023-09-08,50333.3609557,27891.3609557,0.4458673049819169,7,51809.8828717,-0.028498846825351865
2023-09-11,50345.3609557,27891.3609557,0.4459993845263672,7,51809.8828717,-0.02826723078349136
2023-09-12,50427.3609557,27891.3609557,0.44690024567808895,7,51809.8828717,-0.02668452116411113
2023-09-13,50345.3609557,27891.3609557,0.4459993845263672,7,51809.8828717,-0.02826723078349136
2023-09-14,50417.3609557,27891.3609557,0.4467905414524338,7,51809.8828717,-0.026877534532328218
2023-09-15,50300.3609557,27891.3609557,0.4455037612898209,7,51809.8828717,-0.029135790940468254
2023-09-18,50362.3609557,27891.3609557,0.4461863894698276,7,51809.8828717,-0.02793910805752231
2023-09-19,50496.3609557,27891.3609557,0.44765602059584375,7,51809.8828717,-0.025352728923413226
2023-09-20,50451.3609557,27891.3609557,0.4471633583841145,7,51809.8828717,-0.02622128908039012
2023-09-21,50404.3609557,27891.3609557,0.4466478608822459,7,51809.8828717,-0.02712845191101043
2023-09-22,50797.3609557,27891.3609557,0.4509289374299612,7,51809.8828717,-0.019543026540078667
2023-09-25,50563.3609557,27891.3609557,0.4483879151123594,7,51809.8828717,-0.024059539356358628
2023-09-26,50405.3609557,27891.3609557,0.44665883892364117,7,51809.8828717,-0.027109150574188723
2023-09-27,50355.3609557,27891.3609557,0.4461094027260106,7,51809.8828717,-0.028074217415274272
2023-09-28,50316.3609557,27891.3609557,0.44568008445093293,7,51809.8828717,-0.028826969551320913
2023-10-09,50119.3609557,27891.3609557,0.4435012653023869,7,51809.8828717,-0.03262933290519765
2023-10-10,49878.3609557,27891.3609557,0.44081239998098554,7,51809.8828717,-0.03728095507922968
2023-10-11,49773.3609557,27891.3609557,0.43963275896670373,7,51809.8828717,-0.039307595445509214
2023-10-12,50062.3609557,27891.3609557,0.4428676470056823,7,51809.8828717,-0.03372950910403516
2023-10-13,49833.3609557,27891.3609557,0.44030744824748264,7,51809.8828717,-0.03814951523620658
2023-10-16,49738.3609557,27891.3609557,0.43923843850540756,7,51809.8828717,-0.03998314223426902
2023-10-17,49894.3609557,27891.3609557,0.4409917188745224,7,51809.8828717,-0.03697213369008234
2023-10-18,49784.3609557,27891.3609557,0.43975657374574345,7,51809.8828717,-0.039095280740470306
2023-10-19,49232.3609557,27891.3609557,0.43347504742262805,7,51809.8828717,-0.049749618666053985
2023-10-20,49196.3609557,27891.3609557,0.43306048630679367,7,51809.8828717,-0.0504444667916355
2023-10-23,48954.3609557,27891.3609557,0.4302578889562142,7,51809.8828717,-0.05511539030248924
2023-10-24,49019.1984213,29553.198421300003,0.39710971674195233,6,51809.8828717,-0.053863940540277655
2023-10-25,49121.1984213,29553.198421300003,0.3983616163467807,6,51809.8828717,-0.05189520418446325
2023-10-26,49296.1984213,29553.198421300003,0.4004974142482639,6,51809.8828717,-0.04851747024066411
2023-10-27,49737.1984213,29553.198421300003,0.4058129657611793,6,51809.8828717,-0.04000558070229021
2023-10-30,49444.1984213,29553.198421300003,0.402291889343911,6,51809.8828717,-0.0456608723910511
2023-10-31,49270.1984213,29553.198421300003,0.4001810553187491,6,51809.8828717,-0.049019304998028534
2023-11-01,49277.1984213,29553.198421300003,0.40026626171739355,6,51809.8828717,-0.04888419564027657
2023-11-02,49355.1984213,29553.198421300003,0.4012140693056993,6,51809.8828717,-0.04737869136818318
2023-11-03,49279.1984213,29553.198421300003,0.4002906019565815,6,51809.8828717,-0.048845592966633156
2023-11-06,49392.1984213,29553.198421300003,0.4016626235337722,6,51809.8828717,-0.046664541905779955
2023-11-07,49275.1984213,29553.198421300003,0.40024191950234433,6,51809.8828717,-0.04892279831391999
2023-11-08,49224.1984213,29553.198421300003,0.3996205246785305,6,51809.8828717,-0.04990716649182714
2023-11-09,49119.1984213,29553.198421300003,0.3983371192701593,6,51809.8828717,-0.05193380685810667
2023-11-10,48882.1984213,29553.198421300003,0.39542002250818475,6,51809.8828717,-0.056508223684851866
2023-11-13,48743.1984213,29553.198421300003,0.3936959539285029,6,51809.8828717,-0.059191109503069494
2023-11-14,48646.1984213,29553.198421300003,0.3924869901373429,6,51809.8828717,-0.061063339174775244
2023-11-15,48861.1984213,29553.198421300003,0.39516018075363224,6,51809.8828717,-0.05691355175810775
2023-11-16,48775.1984213,29553.198421300003,0.39409373251479796,6,51809.8828717,-0.0585734667247747
2023-11-17,48683.1984213,29553.198421300003,0.39294870962360995,6,51809.8828717,-0.06034918971237202
2023-11-20,48935.1984213,29553.198421300003,0.39607482191312837,6,51809.8828717,-0.05548525283330119
2023-11-21,48941.1984213,29553.198421300003,0.39614886078396533,6,51809.8828717,-0.05536944481237094
2023-11-22,48850.1984213,29553.198421300003,0.3950239840087525,6,51809.8828717,-0.057125866463146546
2023-11-23,48946.1984213,29553.198421300003,0.3962105459769622,6,51809.8828717,-0.055272938128262394
2023-11-24,48961.1984213,29553.198421300003,0.3963955259632038,6,51809.8828717,-0.05498341807593676
2023-11-27,48737.1984213,29553.198421300003,0.3936213122914317,6,51809.8828717,-0.05930691752399975
2023-11-28,48752.1984213,29553.198421300003,0.3938078819356768,6,51809.8828717,-0.059017397471674005
2023-11-29,48637.7065381,30290.706538100003,0.37721762200337317,6,51809.8828717,-0.0612272438726692
2023-11-30,48695.70653810001,30290.706538100003,0.37795939947189694,6,51809.8828717,-0.06010776633700987
2023-12-01,48821.7065381,30290.706538100003,0.3795647738273667,6,51809.8828717,-0.05767579789747457
2023-12-04,48840.7065381,30290.706538100003,0.37980613539096497,6,51809.8828717,-0.0573090724978621
2023-12-05,48546.7065381,30290.706538100003,0.3760502267166668,6,51809.8828717,-0.0629836655234447
2023-12-06,48496.7065381,30290.706538100003,0.3754069358441277,6,51809.8828717,-0.06394873236453025
2023-12-07,48352.70653810001,30290.706538100003,0.3735468248456344,6,51809.8828717,-0.0667281248668562
2023-12-08,48374.759568500005,34860.759568500005,0.27936056159336153,5,51809.8828717,-0.06630247189916649
2023-12-11,48492.759568500005,34860.759568500005,0.28111413170338717,5,51809.8828717,-0.06402491415420475
2023-12-12,48501.759568500005,34860.759568500005,0.28124752836512135,5,51809.8828717,-0.06385120212280937
2023-12-13,48374.759568500005,34860.759568500005,0.27936056159336153,5,51809.8828717,-0.06630247189916649
2023-12-14,48347.759568500005,34860.759568500005,0.2789581176122829,5,51809.8828717,-0.06682360799335263
2023-12-15,48243.759568500005,34860.759568500005,0.27740375376421156,5,51809.8828717,-0.06883094702281045
2023-12-18,48301.759568500005,34860.759568500005,0.2782714360734293,5,51809.8828717,-0.06771146948715123
2023-12-19,48292.759568500005,34860.759568500005,0.2781369323272492,5,51809.8828717,-0.06788518151854661
2023-12-20,48216.759568500005,34860.759568500005,0.2769991206278713,5,51809.8828717,-0.06935208311699659
2023-12-21,48250.43190050001,38186.43190050001,0.20857844383141594,4,51809.8828717,-0.06870216209549207
2023-12-22,48280.43190050001,38186.43190050001,0.2090702092475578,4,51809.8828717,-0.06812312199084081
2023-12-25,48221.43190050001,38186.43190050001,0.20810248896603062,4,51809.8828717,-0.06926190086332162
2023-12-26,48185.43190050001,38186.43190050001,0.20751085142595233,4,51809.8828717,-0.06995674898890325
2023-12-27,48264.43190050001,38186.43190050001,0.20880801043667924,4,51809.8828717,-0.06843194337998815
2023-12-28,48257.36375040001,31847.363750400007,0.34005172940811496,5,51809.8828717,-0.0685683681257746
2023-12-29,48254.36375040001,31847.363750400007,0.34001070006573225,5,51809.8828717,-0.06862627213623973
2024-01-02,48220.36375040001,31847.363750400007,0.3395453440531995,5,51809.8828717,-0.06928251758817794
2024-01-03,48384.779453400006,29865.779453400006,0.38274433012215925,6,51809.8828717,-0.06610907472579675
2024-01-04,48621.779453400006,29865.779453400006,0.3857530557468817,6,51809.8828717,-0.06153465789905166
2024-01-05,48715.779453400006,29865.779453400006,0.38693828183599777,6,51809.8828717,-0.059720332237810925
2024-01-08,48480.779453400006,29865.779453400006,0.38396659892592777,6,51809.8828717,-0.0642561463909127
2024-01-09,48571.779453400006,29865.779453400006,0.3851207472838549,6,51809.8828717,-0.0624997247401371
2024-01-10,48599.779453400006,29865.779453400006,0.38547500031277165,6,51809.8828717,-0.06195928730912925
2024-01-11,48339.779453400006,29865.779453400006,0.38216972044336917,6,51809.8828717,-0.06697763488277375
2024-01-12,48412.779453400006,29865.779453400006,0.38310132591855256,6,51809.8828717,-0.0655686372947889
2024-01-15,48580.779453400006,29865.779453400006,0.3852346588623991,6,51809.8828717,-0.06232601270874172
2024-01-16,48708.779453400006,29865.779453400006,0.3868501779648824,6,51809.8828717,-0.059855441595562886
2024-01-17,48511.779453400006,29865.779453400006,0.3843602566240883,6,51809.8828717,-0.06365780494943962
2024-01-18,48333.779453400006,29865.779453400006,0.38209302497863906,6,51809.8828717,-0.067093442903704
2024-01-19,48352.779453400006,29865.779453400006,0.38233582865317695,6,51809.8828717,-0.06672671750409143
2024-01-22,47815.779453400006,29865.779453400006,0.3753990880247721,6,51809.8828717,-0.07709153537734947
2024-01-23,47948.779453400006,29865.779453400006,0.37713160180801536,6,51809.8828717,-0.0745244575800621
2024-01-24,48310.779453400006,29865.779453400006,0.38179884921525276,6,51809.8828717,-0.0675373736506033
2024-01-25,48636.779453400006,29865.779453400006,0.38594249477362946,6,51809.8828717,-0.06124513784672603
2024-01-26,48877.779453400006,29865.779453400006,0.3889702071700293,6,51809.8828717,-0.056593515672693995
2024-01-29,49043.779453400006,29865.779453400006,0.39103837864335855,6,51809.8828717,-0.05338949376029023
2024-01-30,48769.779453400006,29865.779453400006,0.3876170901708291,6,51809.8828717,-0.05867806004943865
2024-01-31,48777.779453400006,29865.779453400006,0.3877175265443896,6,51809.8828717,-0.05852364935486498
2024-02-01,48629.779453400006,29865.779453400006,0.3858541044378126,6,51809.8828717,-0.06138024720447799
2024-02-02,48586.779453400006,29865.779453400006,0.38531057646978784,6,51809.8828717,-0.062210204687811466
2024-02-05,48880.779453400006,29865.779453400006,0.3890077084005536,6,51809.8828717,-0.05653561166222887
2024-02-06,49334.779453400006,29865.779453400006,0.3946303239966801,6,51809.8828717,-0.04777280474517276
2024-02-07,49688.779453400006,29865.779453400006,0.39894318633024084,6,51809.8828717,-0.040940131510287525
2024-02-08,49667.779453400006,29865.779453400006,0.3986890539082567,6,51809.8828717,-0.04134545958354352
2024-02-19,49571.214360000005,27908.214360000005,0.43700765211594866,6,51809.8828717,-0.04320929497647674
2024-02-20,49804.214360000005,27908.214360000005,0.43964150988767847,6,51809.8828717,-0.03871208349701838
2024-02-21,49733.214360000005,27908.214360000005,0.43884153238149953,6,51809.8828717,-0.04008247841135981
2024-02-22,49802.214360000005,27908.214360000005,0.43961900653125896,6,51809.8828717,-0.0387506861706618
2024-02-23,49535.214360000005,27908.214360000005,0.4365984942110988,6,51809.8828717,-0.04390414310205826
2024-02-26,49391.214360000005,27908.214360000005,0.4349558980958815,6,51809.8828717,-0.04668353560438443
2024-02-27,49648.214360000005,27908.214360000005,0.4378808035745839,6,51809.8828717,-0.04172309204120506
2024-02-28,49522.214360000005,27908.214360000005,0.43645059655203994,6,51809.8828717,-0.04415506048074047
2024-02-29,49841.214360000005,27908.214360000005,0.44005749622349283,6,51809.8828717,-0.037997934034615155
2024-03-01,49850.214360000005,27908.214360000005,0.44015858871825314,6,51809.8828717,-0.037824222003219776
2024-03-04,49812.214360000005,27908.214360000005,0.43973150524280363,6,51809.8828717,-0.03855767280244471
2024-03-05,49978.214360000005,27908.214360000005,0.441592407464315,6,51809.8828717,-0.035353650890040944
2024-03-06,49939.214360000005,27908.214360000005,0.4411563193842763,6,51809.8828717,-0.036106403026087586
2024-03-07,50277.214360000005,27908.214360000005,0.4449132730352008,6,51809.8828717,-0.029582551180349803
2024-03-08,50424.214360000005,27908.214360000005,0.4465314985226871,6,51809.8828717,-0.026745254667558505
2024-03-11,50302.214360000005,27908.214360000005,0.4451891489255702,6,51809.8828717,-0.029100017759807084
2024-03-12,49930.214360000005,27908.214360000005,0.44105558692818714,6,51809.8828717,-0.036280115057482965
2024-03-13,49865.214360000005,27908.214360000005,0.4403269951169222,6,51809.8828717,-0.037534701950894145
2024-03-14,49880.214360000005,27908.214360000005,0.44049530022909866,6,51809.8828717,-0.03724518189856851
2024-03-15,49903.214360000005,27908.214360000005,0.44075317155582117,6,51809.8828717,-0.03680125115166921
2024-03-18,49611.214360000005,27908.214360000005,0.43746157557268867,6,51809.8828717,-0.04243724150360839
2024-03-19,49573.214360000005,27908.214360000005,0.4370303656863779,6,51809.8828717,-0.043170692302833324
2024-03-20,49494.214360000005,27908.214360000005,0.43613178386856605,6,51809.8828717,-0.044695497911748316
2024-03-21,49233.214360000005,27908.214360000005,0.43314254974433886,6,51809.8828717,-0.049733146822214525
2024-03-22,49301.214360000005,27908.214360000005,0.4339244028308758,6,51809.8828717,-0.04842065591833833
2024-03-25,49368.214360000005,27908.214360000005,0.4346926515006324,6,51809.8828717,-0.04712746635128373
2024-03-26,49433.214360000005,27908.214360000005,0.4354359771801009,6,51809.8828717,-0.04587287945787266
2024-03-27,49610.214360000005,27908.214360000005,0.43745023640732356,6,51809.8828717,-0.0424565428404301
2024-03-28,49768.214360000005,27908.214360000005,0.43923617274823196,6,51809.8828717,-0.039406931622600005
2024-03-29,49968.214360000005,27908.214360000005,0.44148065490327437,6,51809.8828717,-0.03554666425825803
2024-04-01,50265.214360000005,27908.214360000005,0.4447807551337377,6,51809.8828717,-0.029814167222210308
2024-04-02,50334.214360000005,27908.214360000005,0.4455418701800911,6,51809.8828717,-0.028482374981512404
2024-04-03,50461.214360000005,27908.214360000005,0.4469373217834704,6,51809.8828717,-0.02603110520515528
2024-04-08,50185.214360000005,27908.214360000005,0.4438956829036846,6,51809.8828717,-0.03135827416794712
2024-04-09,50175.214360000005,27908.214360000005,0.4437848504290874,6,51809.8828717,-0.03155128753616421
2024-04-10,50137.214360000005,27908.214360000005,0.44336328381527573,6,51809.8828717,-0.03228473833538914
2024-04-11,50238.214360000005,27908.214360000005,0.4444823583893,6,51809.8828717,-0.030335303316396445
2024-04-12,50338.214360000005,27908.214360000005,0.44558592880528225,6,51809.8828717,-0.02840516963422557
2024-04-15,50906.214360000005,27908.214360000005,0.4517719553326455,6,51809.8828717,-0.01744201031949455
2024-04-16,51011.214360000005,27908.214360000005,0.4529004119948184,6,51809.8828717,-0.015415369953215019
2024-04-17,51362.214360000005,27908.214360000005,0.45663919074068515,6,51809.8828717,-0.008640600728795023
2024-04-18,51575.214360000005,27908.214360000005,0.45888321151322886,6,51809.8828717,-0.004529415985770835
2024-04-19,51686.214360000005,27908.214360000005,0.4600453001719896,6,51809.8828717,-0.0023869675985611627
2024-04-22,51446.214360000005,27908.214360000005,0.4575263757074622,6,51809.8828717,-0.007019288435771376
2024-04-23,50995.214360000005,27908.214360000005,0.45272875680093516,6,51809.8828717,-0.01572419134236236
2024-04-24,51066.214360000005,27908.214360000005,0.4534896563262693,6,51809.8828717,-0.014353796428021037
2024-04-25,51186.214360000005,27908.214360000005,0.45477088491605333,6,51809.8828717,-0.012037636009415875
2024-04-26,51030.214360000005,27908.214360000005,0.4531041127298137,6,51809.8828717,-0.015048644553602553
2024-04-29,51010.214360000005,27908.214360000005,0.45288968669999524,6,51809.8828717,-0.015434671290036728
2024-04-30,51109.214360000005,27908.214360000005,0.4539494549178196,6,51809.8828717,-0.01352383894468745
2024-05-06,51483.214360000005,27908.214360000005,0.4579162411101636,6,51809.8828717,-0.006305138973368152
2024-05-07,51326.214360000005,27908.214360000005,0.45625807965783505,6,51809.8828717,-0.009335448854376538
2024-05-08,51182.214360000005,27908.214360000005,0.45472827408946825,6,51809.8828717,-0.01211484135670271
2024-05-09,51513.214360000005,27908.214360000005,0.45823193705282106,6,51809.8828717,-0.005726098868716889
2024-05-10,51589.71843600001,30594.718436000006,0.4069609340094674,6,51809.8828717,-0.00424946792960712
2024-05-13,51847.71843600001,30594.718436000006,0.4099119622059043,6,51847.71843600001,0.0
2024-05-14,51422.71843600001,30594.718436000006,0.40503498518698966,6,51847.71843600001,-0.008197082009010925
2024-05-15,51596.71843600001,30594.718436000006,0.4070413901622571,6,51847.71843600001,-0.004841100198262893
2024-05-16,51465.71843600001,30594.718436000006,0.4055320829914004,6,51847.71843600001,-0.007367730182216925
2024-05-17,51453.71843600001,30594.718436000006,0.4053934416021882,6,51847.71843600001,-0.007599177203647778
2024-05-20,51368.71843600001,30594.718436000006,0.40440954402789336,6,51847.71843600001,-0.009238593605449985
2024-05-21,51349.71843600001,30594.718436000006,0.40418916855149084,6,51847.71843600001,-0.009605051389382169
2024-05-22,51217.71843600001,30594.718436000006,0.4026536251467318,6,51847.71843600001,-0.012150968625122105
2024-05-23,51134.71843600001,30594.718436000006,0.4016840344140699,6,51847.71843600001,-0.013751810523352503
2024-05-24,51157.71843600001,30594.718436000006,0.40195303130504134,6,51847.71843600001,-0.013308203732276591
2024-05-27,51562.71843600001,30594.718436000006,0.4066503985049901,6,51847.71843600001,-0.005496866758983754
2024-05-28,51431.71843600001,30594.718436000006,0.40513909769374906,6,51847.71843600001,-0.008023496742937786
2024-05-29,51184.71843600001,30594.718436000006,0.40226850179404977,6,51847.71843600001,-0.012787447934057061
2024-05-30,51144.71843600001,30594.718436000006,0.40180101931180373,6,51847.71843600001,-0.013558938005493348
2024-05-31,51009.71843600001,30594.718436000006,0.4002178531060496,6,51847.71843600001,-0.016162716996590998
