market_regime,trading_days,avg_exposure,total_daily_pnl,total_realized_pnl,total_unrealized_pnl,avg_daily_return,annualized_return_in_regime,max_drawdown_in_regime,trade_count,buy_count,sell_count
neutral,152,0.42701927582938476,-681.3540068500079,-840.643926399999,159.28991954999128,-6.345609975268982e-05,-0.019527067822028066,-0.05693703720619425,15,12,3
risk_off,163,0.4265105624962843,-677.1034182999938,-1996.4422191999986,1319.338800900005,-7.56989316934718e-05,-0.020754033835448826,-0.07879291364492458,9,4,5
risk_on,411,0.46053239211087155,5021.738459750013,2877.7999820000027,2143.9384777500104,0.0002466833220097393,0.06073624175851755,-0.07470585192056245,17,7,10
