bucket,trade_count,buy_count,sell_count,realized_pnl,unrealized_pnl,total_pnl,contribution_pct_of_total_pnl,avg_exposure,max_exposure,avg_holding_days_including_open,avg_holding_days_realized_only,win_rate_realized,profit_factor_realized,max_drawdown_while_held
defensive_dividend,47,28,19,21983.78771280001,5481.870000000001,27465.657712800014,0.6239968415575274,0.36246667898652946,0.5350874615489236,282.09090909090907,210.46666666666667,0.5263157894736842,3.5385826273040677,-0.22801245291751004
cyclical_rotation,29,15,14,16550.04218120001,0.0,16550.04218120001,0.37600315844247245,0.13837546849074445,0.25306415620297135,211.23076923076923,211.23076923076923,0.5,4.074993071203594,-0.13780483495625928
