date,nav,cash,invested_value,exposure,holdings_count
2023-04-04,49987.7867851,47231.7867851,2756.0,0.055133467137646684,1
2023-04-06,49889.73101225,43409.73101225,6480.0,0.12988644894495205,2
2023-04-07,49989.25713595,41566.25713595,8423.0,0.1684962026359572,3
2023-04-10,50036.25713595,41566.25713595,8470.0,0.16927724983478995,3
2023-04-11,49936.25713595,41566.25713595,8370.0,0.16761368352483688,3
2023-04-12,49940.25713595,41566.25713595,8374.0,0.16768035409196744,3
2023-04-13,49915.84567135,39800.84567135,10115.0,0.20264106245135033,4
2023-04-14,50012.84567135,39800.84567135,10212.0,0.20418754147896795,4
2023-04-17,50339.783872299995,38472.783872299995,11867.0,0.2357380005862509,5
2023-04-18,50557.783872299995,38472.783872299995,12085.0,0.23903342026471272,5
2023-04-19,50484.783872299995,38472.783872299995,12012.0,0.23793307762560806,5
2023-04-20,50521.783872299995,38472.783872299995,12049.0,0.2384911829411116,5
2023-04-21,50154.783872299995,38472.783872299995,11682.0,0.23291895803486568,5
2023-04-24,49992.783872299995,38472.783872299995,11520.0,0.23043325671613582,5
2023-04-25,49873.60365105,36996.60365105,12877.0,0.2581926922725765,6
2023-04-26,49853.60365105,36996.60365105,12857.0,0.25789509801523064,6
2023-04-27,50204.60365105,36996.60365105,13208.0,0.2630834433392397,6
2023-04-28,50525.073764249995,35083.073764249995,15442.0,0.3056304295972407,7
2023-05-04,50725.073764249995,35083.073764249995,15642.0,0.308368206080839,7
2023-05-05,50930.7091335,30874.709133499997,20056.000000000004,0.3937899224499123,8
2023-05-08,51327.7091335,30874.709133499997,20453.000000000004,0.3984787231941931,8
2023-05-09,51103.7091335,30874.709133499997,20229.000000000004,0.3958421089779429,8
2023-05-10,50791.7091335,30874.709133499997,19917.000000000004,0.39213092726709636,8
2023-05-11,50728.7091335,30874.709133499997,19854.000000000004,0.39137601447242243,8
2023-05-12,50484.7091335,30874.709133499997,19610.000000000004,0.38843444552971484,8
2023-05-15,50840.7091335,30874.709133499997,19966.000000000004,0.3927167881858672,8
2023-05-16,50707.7091335,30874.709133499997,19833.000000000004,0.39112396002321764,8
2023-05-17,50513.7091335,30874.709133499997,19639.000000000004,0.3887855462780833,8
2023-05-18,50480.7091335,30874.709133499997,19606.000000000004,0.38838598618237463,8
2023-05-19,50473.7091335,30874.709133499997,19599.000000000004,0.38830116384277996,8
2023-05-22,50790.7091335,30874.709133499997,19916.000000000004,0.39211895915160627,8
2023-05-23,50430.7091335,30874.709133499997,19556.000000000004,0.38777959572671145,8
2023-05-24,49999.7091335,30874.709133499997,19125.000000000004,0.3825022251416694,8
2023-05-25,49957.7091335,30874.709133499997,19083.000000000004,0.38198308791552593,8
2023-05-26,49822.622772799994,29862.622772799998,19959.999999999996,0.40062122162900055,7
2023-05-29,49812.124892,27989.124892,21823.0,0.4381061849362072,8
2023-05-30,49642.124892,27989.124892,21653.0,0.4361819734168844,8
2023-05-31,49345.124892,27989.124892,21356.0,0.43278844762762586,8
